timestamp,heart rate zone,total minutes,data source
2021-12-01T15:57:00Z,FAT_BURN,1,Charge 4
2021-12-01T15:59:00Z,FAT_BURN,1,Charge 4
2021-12-01T16:00:00Z,FAT_BURN,1,Charge 4
2021-12-01T16:01:00Z,FAT_BURN,1,Charge 4
2021-12-01T16:09:00Z,FAT_BURN,1,Charge 4
2021-12-01T16:11:00Z,FAT_BURN,1,Charge 4
2021-12-01T16:12:00Z,FAT_BURN,1,Charge 4
2021-12-01T17:27:00Z,FAT_BURN,1,Charge 4
2021-12-01T17:28:00Z,FAT_BURN,1,Charge 4
2021-12-01T17:29:00Z,FAT_BURN,1,Charge 4
2021-12-01T17:36:00Z,FAT_BURN,1,Charge 4
2021-12-01T18:28:00Z,FAT_BURN,1,Charge 4
2021-12-01T18:29:00Z,FAT_BURN,1,Charge 4
2021-12-01T20:11:00Z,FAT_BURN,1,Charge 4
2021-12-02T18:42:00Z,FAT_BURN,1,Charge 4
2021-12-02T19:23:00Z,FAT_BURN,1,Charge 4
2021-12-02T23:41:00Z,FAT_BURN,1,Charge 4
2021-12-03T00:57:00Z,FAT_BURN,1,Charge 4
2021-12-03T00:59:00Z,FAT_BURN,1,Charge 4
2021-12-03T01:00:00Z,FAT_BURN,1,Charge 4
2021-12-03T01:01:00Z,FAT_BURN,1,Charge 4
2021-12-03T01:02:00Z,FAT_BURN,1,Charge 4
2021-12-04T13:05:00Z,FAT_BURN,1,Charge 4
2021-12-04T13:06:00Z,CARDIO,2,Charge 4
2021-12-04T13:08:00Z,FAT_BURN,1,Charge 4
2021-12-04T13:09:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:38:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:42:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:46:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:48:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:49:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:50:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:51:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:52:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:53:00Z,FAT_BURN,1,Charge 4
2021-12-04T14:54:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:00:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:01:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:02:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:03:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:04:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:05:00Z,FAT_BURN,1,Charge 4
2021-12-04T15:06:00Z,FAT_BURN,1,Charge 4
