timestamp,level,data source
2023-05-01T00:42:00Z,SEDENTARY,Fitbit App
2023-05-01T01:25:00Z,SEDENTARY,Fitbit App
2023-05-01T01:46:00Z,SEDENTARY,Fitbit App
2023-05-01T01:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T02:23:00Z,SEDENTARY,Fitbit App
2023-05-01T02:29:00Z,SEDENTARY,Fitbit App
2023-05-01T02:35:00Z,SEDENTARY,Fitbit App
2023-05-01T02:36:00Z,SEDENTARY,Fitbit App
2023-05-01T02:47:00Z,SEDENTARY,Fitbit App
2023-05-01T03:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T03:42:00Z,SEDENTARY,Fitbit App
2023-05-01T03:57:00Z,SEDENTARY,Fitbit App
2023-05-01T04:13:00Z,SEDENTARY,Fitbit App
2023-05-01T04:27:00Z,SEDENTARY,Fitbit App
2023-05-01T04:28:00Z,SEDENTARY,Fitbit App
2023-05-01T04:29:00Z,SEDENTARY,Fitbit App
2023-05-01T04:32:00Z,SEDENTARY,Fitbit App
2023-05-01T04:34:00Z,SEDENTARY,Fitbit App
2023-05-01T04:36:00Z,SEDENTARY,Fitbit App
2023-05-01T04:37:00Z,SEDENTARY,Fitbit App
2023-05-01T04:38:00Z,SEDENTARY,Fitbit App
2023-05-01T04:39:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T04:43:00Z,SEDENTARY,Fitbit App
2023-05-01T04:44:00Z,SEDENTARY,Fitbit App
2023-05-01T04:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T04:46:00Z,SEDENTARY,Fitbit App
2023-05-01T04:47:00Z,SEDENTARY,Fitbit App
2023-05-01T04:48:00Z,SEDENTARY,Fitbit App
2023-05-01T04:49:00Z,SEDENTARY,Fitbit App
2023-05-01T04:50:00Z,SEDENTARY,Fitbit App
2023-05-01T04:51:00Z,SEDENTARY,Fitbit App
2023-05-01T04:52:00Z,SEDENTARY,Fitbit App
2023-05-01T04:53:00Z,SEDENTARY,Fitbit App
2023-05-01T04:54:00Z,SEDENTARY,Fitbit App
2023-05-01T04:55:00Z,SEDENTARY,Fitbit App
2023-05-01T04:56:00Z,SEDENTARY,Fitbit App
2023-05-01T04:57:00Z,SEDENTARY,Fitbit App
2023-05-01T04:58:00Z,SEDENTARY,Fitbit App
2023-05-01T04:59:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T05:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T05:01:00Z,SEDENTARY,Fitbit App
2023-05-01T05:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T05:03:00Z,MODERATELY_ACTIVE,Fitbit App
2023-05-01T05:04:00Z,LIGHTLY_ACTIVE,Fitbit App
2023-05-01T05:05:00Z,SEDENTARY,Fitbit App
