timestamp,level,data source
2024-08-01T00:00:00Z,SEDENTARY,Fitbit App
2024-08-01T00:28:00Z,SEDENTARY,Fitbit App
2024-08-01T00:55:00Z,SEDENTARY,Fitbit App
2024-08-01T01:59:00Z,SEDENTARY,Fitbit App
2024-08-01T02:27:00Z,SEDENTARY,Fitbit App
2024-08-01T02:30:00Z,SEDENTARY,Fitbit App
2024-08-01T02:36:00Z,SEDENTARY,Fitbit App
2024-08-01T02:37:00Z,SEDENTARY,Fitbit App
2024-08-01T02:38:00Z,SEDENTARY,Fitbit App
2024-08-01T02:39:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T02:40:00Z,SEDENTARY,Fitbit App
2024-08-01T02:41:00Z,SEDENTARY,Fitbit App
2024-08-01T02:42:00Z,SEDENTARY,Fitbit App
2024-08-01T02:43:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T02:44:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T02:50:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T02:51:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T02:52:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T02:53:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T02:54:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T02:55:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T02:56:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T02:57:00Z,VERY_ACTIVE,Fitbit App
2024-08-01T02:58:00Z,VERY_ACTIVE,Fitbit App
2024-08-01T02:59:00Z,VERY_ACTIVE,Fitbit App
2024-08-01T03:00:00Z,VERY_ACTIVE,Fitbit App
2024-08-01T03:01:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T03:02:00Z,SEDENTARY,Fitbit App
2024-08-01T03:03:00Z,SEDENTARY,Fitbit App
2024-08-01T03:04:00Z,SEDENTARY,Fitbit App
2024-08-01T03:05:00Z,SEDENTARY,Fitbit App
2024-08-01T03:06:00Z,SEDENTARY,Fitbit App
2024-08-01T03:07:00Z,SEDENTARY,Fitbit App
2024-08-01T03:08:00Z,SEDENTARY,Fitbit App
2024-08-01T03:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T03:10:00Z,SEDENTARY,Fitbit App
2024-08-01T03:11:00Z,SEDENTARY,Fitbit App
2024-08-01T03:12:00Z,SEDENTARY,Fitbit App
2024-08-01T03:13:00Z,SEDENTARY,Fitbit App
2024-08-01T03:14:00Z,SEDENTARY,Fitbit App
2024-08-01T03:15:00Z,SEDENTARY,Fitbit App
2024-08-01T03:16:00Z,SEDENTARY,Fitbit App
2024-08-01T03:17:00Z,SEDENTARY,Fitbit App
2024-08-01T03:18:00Z,SEDENTARY,Fitbit App
2024-08-01T03:19:00Z,SEDENTARY,Fitbit App
2024-08-01T03:20:00Z,SEDENTARY,Fitbit App
2024-08-01T03:21:00Z,SEDENTARY,Fitbit App
2024-08-01T03:22:00Z,SEDENTARY,Fitbit App
2024-08-01T03:23:00Z,SEDENTARY,Fitbit App
2024-08-01T03:24:00Z,SEDENTARY,Fitbit App
2024-08-01T03:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2024-08-01T03:26:00Z,MODERATELY_ACTIVE,Fitbit App
2024-08-01T03:27:00Z,VERY_ACTIVE,Fitbit App
