timestamp,floors,data source
2023-04-01T06:49:00Z,1,Fitbit App
2023-04-01T09:46:00Z,1,Fitbit App
2023-04-01T09:51:00Z,1,Fitbit App
2023-04-01T11:19:00Z,1,Fitbit App
2023-04-01T12:49:00Z,1,Fitbit App
2023-04-01T13:10:00Z,1,Fitbit App
2023-04-01T14:48:00Z,1,Fitbit App
2023-04-01T16:58:00Z,1,Fitbit App
2023-04-01T17:23:00Z,1,Fitbit App
2023-04-01T17:28:00Z,1,Fitbit App
2023-04-03T10:09:00Z,1,Fitbit App
2023-04-03T10:11:00Z,1,Fitbit App
2023-04-03T10:12:00Z,1,Fitbit App
2023-04-03T10:13:00Z,1,Fitbit App
2023-04-03T10:18:00Z,1,Fitbit App
2023-04-03T10:20:00Z,2,Fitbit App
2023-04-03T10:45:00Z,1,Fitbit App
2023-04-03T10:47:00Z,1,Fitbit App
2023-04-03T10:48:00Z,1,Fitbit App
2023-04-03T10:49:00Z,1,Fitbit App
2023-04-03T10:50:00Z,1,Fitbit App
2023-04-03T11:26:00Z,1,Fitbit App
2023-04-03T12:47:00Z,1,Fitbit App
2023-04-03T12:48:00Z,1,Fitbit App
2023-04-03T12:49:00Z,1,Fitbit App
2023-04-03T12:56:00Z,1,Fitbit App
2023-04-03T13:13:00Z,1,Fitbit App
2023-04-03T13:14:00Z,1,Fitbit App
2023-04-03T13:27:00Z,1,Fitbit App
2023-04-03T13:28:00Z,2,Fitbit App
2023-04-03T13:29:00Z,2,Fitbit App
2023-04-03T13:30:00Z,1,Fitbit App
2023-04-03T13:32:00Z,1,Fitbit App
2023-04-03T13:33:00Z,1,Fitbit App
2023-04-03T13:34:00Z,1,Fitbit App
2023-04-03T13:35:00Z,2,Fitbit App
2023-04-03T13:36:00Z,1,Fitbit App
2023-04-03T15:39:00Z,2,Fitbit App
2023-04-03T15:46:00Z,1,Fitbit App
2023-04-03T16:12:00Z,2,Fitbit App
2023-04-03T16:13:00Z,1,Fitbit App
2023-04-03T16:14:00Z,1,Fitbit App
2023-04-03T16:15:00Z,1,Fitbit App
2023-04-03T16:16:00Z,1,Fitbit App
2023-04-03T16:17:00Z,1,Fitbit App
2023-04-03T16:19:00Z,1,Fitbit App
2023-04-03T16:30:00Z,1,Fitbit App
2023-04-03T16:36:00Z,1,Fitbit App
2023-04-03T16:43:00Z,1,Fitbit App
2023-04-03T16:46:00Z,1,Fitbit App
2023-04-03T16:49:00Z,1,Fitbit App
2023-04-03T16:52:00Z,1,Fitbit App
2023-04-03T17:05:00Z,1,Fitbit App
2023-04-03T17:11:00Z,1,Fitbit App
2023-04-03T17:18:00Z,2,Fitbit App
2023-04-03T17:30:00Z,2,Fitbit App
2023-04-03T17:37:00Z,2,Fitbit App
2023-04-03T17:38:00Z,1,Fitbit App
2023-04-03T17:39:00Z,2,Fitbit App
2023-04-03T17:40:00Z,1,Fitbit App
2023-04-03T17:53:00Z,1,Fitbit App
2023-04-03T17:55:00Z,1,Fitbit App
2023-04-03T20:16:00Z,1,Fitbit App
2023-04-04T06:38:00Z,1,Fitbit App
2023-04-04T07:03:00Z,1,Fitbit App
2023-04-04T07:11:00Z,2,Fitbit App
2023-04-04T07:52:00Z,3,Fitbit App
2023-04-04T07:58:00Z,1,Fitbit App
2023-04-04T08:00:00Z,1,Fitbit App
2023-04-04T12:57:00Z,1,Fitbit App
2023-04-04T15:27:00Z,1,Fitbit App
2023-04-04T15:28:00Z,1,Fitbit App
2023-04-04T15:30:00Z,2,Fitbit App
2023-04-04T15:31:00Z,1,Fitbit App
2023-04-04T15:32:00Z,1,Fitbit App
2023-04-04T15:33:00Z,1,Fitbit App
2023-04-04T15:34:00Z,1,Fitbit App
2023-04-04T15:42:00Z,2,Fitbit App
2023-04-04T15:52:00Z,1,Fitbit App
2023-04-04T16:05:00Z,1,Fitbit App
2023-04-04T16:23:00Z,1,Fitbit App
2023-04-04T16:24:00Z,2,Fitbit App
2023-04-04T16:47:00Z,1,Fitbit App
2023-04-04T16:51:00Z,1,Fitbit App
2023-04-04T16:53:00Z,2,Fitbit App
2023-04-04T16:54:00Z,2,Fitbit App
2023-04-04T16:55:00Z,1,Fitbit App
2023-04-04T17:06:00Z,1,Fitbit App
2023-04-04T17:53:00Z,1,Fitbit App
2023-04-04T17:54:00Z,1,Fitbit App
2023-04-04T18:16:00Z,3,Fitbit App
2023-04-04T18:17:00Z,2,Fitbit App
2023-04-04T18:18:00Z,1,Fitbit App
2023-04-04T18:19:00Z,1,Fitbit App
2023-04-04T18:20:00Z,1,Fitbit App
2023-04-04T18:21:00Z,2,Fitbit App
2023-04-04T18:22:00Z,1,Fitbit App
2023-04-04T18:23:00Z,1,Fitbit App
