timestamp,distance,data source
2022-08-01T05:53:00Z,18.40,Charge 4
2022-08-01T05:54:00Z,9.20,Charge 4
2022-08-01T05:55:00Z,4.60,Charge 4
2022-08-01T05:56:00Z,6.10,Charge 4
2022-08-01T06:12:00Z,18.40,Charge 4
2022-08-01T06:26:00Z,5.30,Charge 4
2022-08-01T06:57:00Z,6.90,Charge 4
2022-08-01T07:19:00Z,3.00,Charge 4
2022-08-01T07:30:00Z,6.10,Charge 4
2022-08-01T07:41:00Z,13.80,Charge 4
2022-08-01T07:42:00Z,21.50,Charge 4
2022-08-01T07:43:00Z,1.50,Charge 4
2022-08-01T08:48:00Z,3.80,Charge 4
2022-08-01T08:50:00Z,9.20,Charge 4
2022-08-01T08:51:00Z,6.90,Charge 4
2022-08-01T08:53:00Z,6.90,Charge 4
2022-08-01T09:05:00Z,9.20,Charge 4
2022-08-01T09:12:00Z,7.60,Charge 4
2022-08-01T09:13:00Z,10.70,Charge 4
2022-08-01T09:14:00Z,27.60,Charge 4
2022-08-01T09:32:00Z,4.60,Charge 4
2022-08-01T09:57:00Z,9.90,Charge 4
2022-08-01T10:03:00Z,13.80,Charge 4
2022-08-01T10:30:00Z,13.00,Charge 4
2022-08-01T10:31:00Z,20.70,Charge 4
2022-08-01T10:32:00Z,11.50,Charge 4
2022-08-01T10:43:00Z,6.10,Charge 4
2022-08-01T10:44:00Z,19.90,Charge 4
2022-08-01T11:00:00Z,9.90,Charge 4
2022-08-01T11:06:00Z,3.00,Charge 4
2022-08-01T11:17:00Z,6.10,Charge 4
2022-08-01T11:42:00Z,5.30,Charge 4
2022-08-01T12:31:00Z,6.10,Charge 4
2022-08-01T12:32:00Z,15.30,Charge 4
2022-08-01T12:34:00Z,9.90,Charge 4
2022-08-01T12:35:00Z,13.80,Charge 4
2022-08-01T12:40:00Z,17.60,Charge 4
2022-08-01T12:41:00Z,14.50,Charge 4
2022-08-01T12:53:00Z,8.40,Charge 4
2022-08-01T13:02:00Z,5.30,Charge 4
2022-08-01T13:18:00Z,7.60,Charge 4
2022-08-01T13:41:00Z,9.90,Charge 4
2022-08-01T13:42:00Z,12.20,Charge 4
2022-08-01T13:43:00Z,36.10,Charge 4
2022-08-01T13:44:00Z,21.50,Charge 4
2022-08-01T13:45:00Z,0.70,Charge 4
2022-08-01T13:46:00Z,19.90,Charge 4
2022-08-01T13:47:00Z,5.30,Charge 4
2022-08-01T14:00:00Z,20.70,Charge 4
2022-08-01T14:01:00Z,12.20,Charge 4
2022-08-01T14:14:00Z,3.80,Charge 4
2022-08-01T14:27:00Z,9.20,Charge 4
2022-08-01T14:56:00Z,5.30,Charge 4
2022-08-01T15:16:00Z,4.60,Charge 4
2022-08-01T15:30:00Z,6.90,Charge 4
2022-08-01T16:01:00Z,6.10,Charge 4
2022-08-01T16:15:00Z,11.50,Charge 4
2022-08-01T16:16:00Z,11.50,Charge 4
2022-08-01T16:17:00Z,13.80,Charge 4
2022-08-01T16:18:00Z,16.80,Charge 4
2022-08-01T16:31:00Z,3.80,Charge 4
2022-08-01T16:32:00Z,6.10,Charge 4
2022-08-01T16:34:00Z,6.90,Charge 4
2022-08-01T16:39:00Z,9.20,Charge 4
2022-08-01T16:40:00Z,15.30,Charge 4
2022-08-01T16:46:00Z,11.50,Charge 4
2022-08-01T16:55:00Z,26.10,Charge 4
2022-08-01T16:56:00Z,7.60,Charge 4
2022-08-01T16:57:00Z,5.30,Charge 4
2022-08-01T17:03:00Z,6.90,Charge 4
2022-08-01T17:51:00Z,4.60,Charge 4
2022-08-01T17:55:00Z,8.40,Charge 4
2022-08-01T17:56:00Z,10.70,Charge 4
2022-08-01T17:58:00Z,19.20,Charge 4
2022-08-01T19:13:00Z,13.00,Charge 4
2022-08-01T19:45:00Z,3.80,Charge 4
2022-08-01T19:47:00Z,3.80,Charge 4
2022-08-01T19:54:00Z,5.30,Charge 4
2022-08-01T20:02:00Z,33.00,Charge 4
2022-08-01T20:08:00Z,16.10,Charge 4
2022-08-01T20:17:00Z,7.60,Charge 4
2022-08-01T20:19:00Z,6.90,Charge 4
2022-08-01T20:20:00Z,19.90,Charge 4
2022-08-01T20:21:00Z,16.10,Charge 4
2022-08-01T20:22:00Z,19.20,Charge 4
2022-08-01T20:23:00Z,16.90,Charge 4
2022-08-01T20:24:00Z,3.00,Charge 4
2022-08-01T20:25:00Z,16.80,Charge 4
2022-08-01T20:30:00Z,3.00,Charge 4
2022-08-01T20:31:00Z,29.20,Charge 4
2022-08-01T20:32:00Z,8.40,Charge 4
2022-08-01T20:39:00Z,3.00,Charge 4
2022-08-01T21:08:00Z,6.90,Charge 4
2022-08-01T21:11:00Z,6.90,Charge 4
2022-08-01T21:37:00Z,3.00,Charge 4
2022-08-01T21:48:00Z,6.90,Charge 4
2022-08-01T21:55:00Z,9.20,Charge 4
2022-08-01T22:07:00Z,6.10,Charge 4
2022-08-01T22:22:00Z,4.60,Charge 4
2022-08-01T22:23:00Z,13.80,Charge 4
2022-08-01T22:24:00Z,7.60,Charge 4
2022-08-01T22:37:00Z,3.80,Charge 4
2022-08-01T22:38:00Z,9.20,Charge 4
2022-08-01T22:41:00Z,5.30,Charge 4
2022-08-01T22:50:00Z,11.50,Charge 4
2022-08-02T04:53:00Z,4.60,Charge 4
2022-08-02T06:25:00Z,6.10,Charge 4
2022-08-02T06:26:00Z,6.10,Charge 4
2022-08-02T06:33:00Z,7.60,Charge 4
2022-08-02T06:34:00Z,11.40,Charge 4
2022-08-02T06:40:00Z,13.80,Charge 4
2022-08-02T07:23:00Z,4.60,Charge 4
2022-08-02T07:59:00Z,4.60,Charge 4
2022-08-02T08:00:00Z,7.60,Charge 4
2022-08-02T08:30:00Z,7.60,Charge 4
2022-08-02T09:40:00Z,4.60,Charge 4
2022-08-02T09:50:00Z,3.00,Charge 4
2022-08-02T10:19:00Z,17.60,Charge 4
2022-08-02T10:20:00Z,4.60,Charge 4
2022-08-02T10:35:00Z,11.50,Charge 4
2022-08-02T10:38:00Z,6.10,Charge 4
2022-08-02T10:39:00Z,29.20,Charge 4
2022-08-02T10:40:00Z,12.30,Charge 4
2022-08-02T10:41:00Z,6.90,Charge 4
2022-08-02T10:42:00Z,32.20,Charge 4
2022-08-02T10:44:00Z,8.40,Charge 4
2022-08-02T10:46:00Z,4.60,Charge 4
2022-08-02T10:49:00Z,10.70,Charge 4
2022-08-02T10:50:00Z,14.60,Charge 4
2022-08-02T10:51:00Z,7.60,Charge 4
2022-08-02T11:00:00Z,3.00,Charge 4
2022-08-02T11:04:00Z,3.80,Charge 4
2022-08-02T11:08:00Z,5.30,Charge 4
2022-08-02T11:49:00Z,17.60,Charge 4
2022-08-02T12:04:00Z,3.00,Charge 4
2022-08-02T12:05:00Z,9.20,Charge 4
2022-08-02T12:06:00Z,6.90,Charge 4
2022-08-02T12:28:00Z,3.80,Charge 4
2022-08-02T12:57:00Z,20.70,Charge 4
2022-08-02T12:58:00Z,10.70,Charge 4
2022-08-02T13:03:00Z,23.80,Charge 4
2022-08-02T13:22:00Z,9.90,Charge 4
2022-08-02T13:23:00Z,6.10,Charge 4
2022-08-02T13:24:00Z,6.10,Charge 4
2022-08-02T13:38:00Z,5.30,Charge 4
2022-08-02T13:57:00Z,7.60,Charge 4
2022-08-02T14:06:00Z,6.90,Charge 4
2022-08-02T14:07:00Z,6.90,Charge 4
2022-08-02T14:08:00Z,4.60,Charge 4
2022-08-02T14:15:00Z,19.20,Charge 4
2022-08-02T14:21:00Z,6.10,Charge 4
2022-08-02T14:22:00Z,2.20,Charge 4
2022-08-02T14:28:00Z,3.80,Charge 4
2022-08-02T14:59:00Z,5.30,Charge 4
2022-08-02T15:10:00Z,3.80,Charge 4
2022-08-02T15:23:00Z,3.00,Charge 4
2022-08-02T15:37:00Z,17.60,Charge 4
2022-08-02T15:51:00Z,5.30,Charge 4
2022-08-02T15:53:00Z,7.60,Charge 4
2022-08-02T16:18:00Z,6.10,Charge 4
2022-08-02T16:28:00Z,4.60,Charge 4
2022-08-02T16:33:00Z,6.90,Charge 4
2022-08-02T16:47:00Z,3.80,Charge 4
2022-08-02T17:22:00Z,3.00,Charge 4
2022-08-02T17:24:00Z,3.80,Charge 4
2022-08-02T17:25:00Z,4.60,Charge 4
2022-08-02T17:26:00Z,9.90,Charge 4
2022-08-02T17:37:00Z,7.60,Charge 4
2022-08-02T17:52:00Z,3.00,Charge 4
2022-08-02T18:07:00Z,5.30,Charge 4
2022-08-02T19:06:00Z,14.60,Charge 4
2022-08-02T19:19:00Z,20.70,Charge 4
2022-08-02T19:21:00Z,15.30,Charge 4
2022-08-02T19:27:00Z,9.20,Charge 4
2022-08-02T19:29:00Z,6.90,Charge 4
2022-08-02T19:46:00Z,7.60,Charge 4
2022-08-02T19:47:00Z,8.40,Charge 4
2022-08-02T20:13:00Z,6.10,Charge 4
2022-08-02T20:17:00Z,7.60,Charge 4
2022-08-02T20:18:00Z,10.70,Charge 4
2022-08-02T20:21:00Z,24.60,Charge 4
2022-08-02T20:23:00Z,9.90,Charge 4
2022-08-02T20:25:00Z,7.60,Charge 4
2022-08-02T20:27:00Z,38.40,Charge 4
2022-08-02T20:28:00Z,15.30,Charge 4
2022-08-02T20:31:00Z,6.90,Charge 4
2022-08-02T20:32:00Z,6.10,Charge 4
2022-08-02T20:33:00Z,27.60,Charge 4
2022-08-02T20:34:00Z,19.20,Charge 4
2022-08-02T20:35:00Z,23.80,Charge 4
2022-08-02T20:36:00Z,21.50,Charge 4
2022-08-02T20:37:00Z,12.20,Charge 4
2022-08-02T20:38:00Z,4.60,Charge 4
2022-08-02T20:39:00Z,23.80,Charge 4
2022-08-02T20:40:00Z,9.90,Charge 4
2022-08-02T20:59:00Z,32.20,Charge 4
2022-08-02T21:00:00Z,7.60,Charge 4
2022-08-02T21:37:00Z,3.80,Charge 4
2022-08-02T21:47:00Z,12.20,Charge 4
2022-08-02T21:48:00Z,9.90,Charge 4
2022-08-02T22:15:00Z,3.80,Charge 4
2022-08-02T23:34:00Z,3.00,Charge 4
2022-08-03T03:42:00Z,6.90,Charge 4
2022-08-03T07:57:00Z,17.60,Charge 4
2022-08-03T08:01:00Z,11.50,Charge 4
2022-08-03T08:02:00Z,8.40,Charge 4
2022-08-03T08:24:00Z,16.80,Charge 4
2022-08-03T08:25:00Z,0.70,Charge 4
2022-08-03T09:27:00Z,3.80,Charge 4
2022-08-03T09:28:00Z,8.40,Charge 4
2022-08-03T09:29:00Z,5.30,Charge 4
2022-08-03T10:28:00Z,7.60,Charge 4
2022-08-03T10:34:00Z,11.50,Charge 4
2022-08-03T10:35:00Z,6.10,Charge 4
2022-08-03T10:36:00Z,26.90,Charge 4
2022-08-03T10:37:00Z,4.60,Charge 4
2022-08-03T10:38:00Z,23.80,Charge 4
2022-08-03T10:39:00Z,12.20,Charge 4
2022-08-03T10:40:00Z,13.80,Charge 4
2022-08-03T10:42:00Z,17.60,Charge 4
2022-08-03T10:53:00Z,4.60,Charge 4
2022-08-03T10:54:00Z,18.40,Charge 4
2022-08-03T10:55:00Z,17.60,Charge 4
2022-08-03T10:57:00Z,16.10,Charge 4
2022-08-03T10:58:00Z,17.60,Charge 4
2022-08-03T10:59:00Z,56.80,Charge 4
2022-08-03T11:00:00Z,28.40,Charge 4
2022-08-03T11:07:00Z,51.50,Charge 4
2022-08-03T11:08:00Z,85.30,Charge 4
2022-08-03T11:09:00Z,80.70,Charge 4
2022-08-03T11:10:00Z,73.80,Charge 4
2022-08-03T11:11:00Z,47.60,Charge 4
2022-08-03T11:12:00Z,59.10,Charge 4
