timestamp,lap time,stroke count,stroke type,data source
2021-05-01T06:49:08Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-02T07:08:49Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-02T09:14:33Z,00:00:15.000,16,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-02T09:14:53Z,00:00:29.000,26,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-02T09:15:57Z,00:00:58.000,28,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-02T09:16:56Z,00:00:34.000,26,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T14:32:29Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T14:47:48Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T15:07:16Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T15:15:03Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T15:51:12Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T15:52:47Z,00:00:14.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T15:54:37Z,00:00:22.000,15,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T17:42:28Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T18:26:28Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T18:26:58Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T18:32:14Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T19:35:02Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-03T22:02:57Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-04T09:11:38Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-04T16:43:50Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-04T16:45:02Z,00:00:10.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-04T17:09:35Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-04T21:37:30Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-05T06:52:02Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-05T09:18:16Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-05T10:04:09Z,00:00:20.000,19,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-05T10:04:37Z,00:00:13.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-05T10:10:05Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-05T14:20:07Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T12:43:08Z,00:00:08.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T13:14:14Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T13:14:55Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T13:16:23Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T13:39:23Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T14:08:14Z,00:00:27.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T14:09:10Z,00:00:30.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T14:14:47Z,00:00:32.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-06T18:41:35Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-07T06:45:43Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-07T07:53:04Z,00:00:09.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-07T13:23:53Z,00:00:17.000,18,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-07T16:13:03Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-07T16:18:55Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-07T17:17:54Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-08T09:37:02Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-08T15:24:40Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-08T17:41:45Z,00:00:13.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T12:54:51Z,00:00:20.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T12:56:05Z,00:00:24.000,16,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T12:56:33Z,00:00:14.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T18:17:00Z,00:00:14.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T18:40:19Z,00:00:15.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T18:40:53Z,00:00:16.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T18:53:41Z,00:00:33.000,15,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2021-05-09T18:55:01Z,00:00:30.000,15,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
