timestamp,latitude,longitude,altitude,data source
2021-03-08T11:18:27Z,48.813742,9.257103,284.1,Charge 4
2021-03-08T11:18:28Z,48.813773,9.257103,283.8,Charge 4
2021-03-08T11:18:29Z,48.814001,9.257007,283.7,Fitbit App
2021-03-08T11:18:30Z,48.813830,9.257082,283.6,Charge 4
2021-03-08T11:18:31Z,48.813852,9.257073,283.3,Charge 4
2021-03-08T11:18:32Z,48.814021,9.256999,282.95,Fitbit App
2021-03-08T11:18:33Z,48.813912,9.257063,282.6,Charge 4
2021-03-08T11:18:34Z,48.813940,9.257057,281.8,Charge 4
2021-03-08T11:18:35Z,48.813977,9.257057,281.6,Charge 4
2021-03-08T11:18:36Z,48.814003,9.257053,281.5,Charge 4
2021-03-08T11:18:37Z,48.814028,9.257038,281.8,Charge 4
2021-03-08T11:18:38Z,48.814050,9.257020,282.0,Charge 4
2021-03-08T11:18:39Z,48.814068,9.257007,282.3,Charge 4
2021-03-08T11:18:40Z,48.814097,9.256983,282.6,Charge 4
2021-03-08T11:18:41Z,48.814120,9.256965,282.8,Charge 4
2021-03-08T11:18:42Z,48.814138,9.256952,283.3,Charge 4
2021-03-08T11:18:43Z,48.814160,9.256933,284.0,Charge 4
2021-03-08T11:18:44Z,48.814189,9.256902,284.3,Fitbit App
2021-03-08T11:18:45Z,48.814202,9.256897,284.6,Charge 4
2021-03-08T11:18:46Z,48.814225,9.256883,284.8,Charge 4
2021-03-08T11:18:47Z,48.814248,9.256870,284.6,Charge 4
2021-03-08T11:18:48Z,48.814277,9.256865,284.8,Charge 4
2021-03-08T11:18:49Z,48.814308,9.256857,284.6,Charge 4
2021-03-08T11:18:50Z,48.814330,9.256842,284.1,Charge 4
2021-03-08T11:18:51Z,48.814355,9.256832,284.3,Charge 4
2021-03-08T11:18:52Z,48.814377,9.256832,284.3,Charge 4
2021-03-08T11:18:53Z,48.814400,9.256828,284.3,Charge 4
2021-03-08T11:18:54Z,48.814415,9.256813,284.3,Charge 4
2021-03-08T11:18:55Z,48.814428,9.256795,284.1,Charge 4
2021-03-08T11:18:56Z,48.814437,9.256767,284.1,Charge 4
2021-03-08T11:18:57Z,48.814455,9.256767,282.1,Charge 4
2021-03-08T11:18:58Z,48.814455,9.256748,282.0,Charge 4
2021-03-08T11:18:59Z,48.814455,9.256730,282.0,Charge 4
2021-03-08T11:19:00Z,48.814447,9.256703,281.8,Charge 4
2021-03-08T11:19:01Z,48.814447,9.256680,281.8,Charge 4
