start time,end time,data source
2021-10-28T06:11:00Z,2021-10-28T10:09:00Z,Fitbit App
2021-10-28T10:35:00Z,2021-10-28T11:14:00Z,Fitbit App
2021-10-28T11:26:00Z,2021-10-28T11:51:00Z,Fitbit App
2021-10-28T11:56:00Z,2021-10-28T12:10:00Z,Fitbit App
2021-10-28T12:35:00Z,2021-10-28T14:06:00Z,Fitbit App
2021-10-28T14:07:00Z,2021-10-28T14:29:00Z,Fitbit App
2021-10-28T14:58:00Z,2021-10-28T15:25:00Z,Fitbit App
2021-10-28T15:58:00Z,2021-10-28T17:11:00Z,Fitbit App
2021-10-28T17:12:00Z,2021-10-28T17:34:00Z,Fitbit App
2021-10-28T17:46:00Z,2021-10-28T18:21:00Z,Fitbit App
2021-10-28T18:22:00Z,2021-10-28T19:38:00Z,Fitbit App
2021-10-28T19:42:00Z,2021-10-28T20:18:00Z,Fitbit App
2021-10-28T20:19:00Z,2021-10-28T22:00:00Z,Fitbit App
2021-10-28T22:00:00Z,2021-10-28T23:09:00Z,Fitbit App
2021-10-28T23:10:00Z,2021-10-29T01:46:00Z,Fitbit App
