timestamp,latitude,longitude,altitude,data source
2021-03-13T19:15:40Z,48.811578,9.254200,290.1,Charge 4
2021-03-13T19:15:41Z,48.811588,9.254215,290.3,Charge 4
2021-03-13T19:15:42Z,48.811593,9.254233,290.3,Charge 4
2021-03-13T19:15:43Z,48.811597,9.254257,290.3,Charge 4
2021-03-13T19:15:45Z,48.811593,9.254307,290.3,Charge 4
2021-03-13T19:15:46Z,48.811593,9.254338,290.3,Charge 4
2021-03-13T19:15:49Z,48.811627,9.254445,290.3,Charge 4
2021-03-13T19:15:54Z,48.811727,9.254582,290.3,Charge 4
2021-03-13T19:15:57Z,48.811782,9.254672,290.3,Charge 4
2021-03-13T19:15:58Z,48.811797,9.254703,290.3,Charge 4
2021-03-13T19:16:00Z,48.811828,9.254763,290.3,Charge 4
2021-03-13T19:16:03Z,48.811718,9.254868,290.3,Charge 4
2021-03-13T19:16:04Z,48.811723,9.254892,290.3,Charge 4
2021-03-13T19:16:05Z,48.811727,9.254912,290.3,Charge 4
2021-03-13T19:16:06Z,48.811735,9.254938,290.3,Charge 4
2021-03-13T19:16:07Z,48.811727,9.254943,290.3,Charge 4
2021-03-13T19:16:09Z,48.811728,9.254978,290.3,Charge 4
2021-03-13T19:16:10Z,48.811737,9.254997,290.3,Charge 4
2021-03-13T19:16:11Z,48.811747,9.255020,290.3,Charge 4
2021-03-13T19:16:12Z,48.811755,9.255058,289.1,Charge 4
2021-03-13T19:16:13Z,48.811760,9.255103,289.1,Charge 4
2021-03-13T19:16:14Z,48.811763,9.255137,288.8,Charge 4
2021-03-13T19:16:20Z,48.811805,9.255338,288.8,Charge 4
2021-03-13T19:16:21Z,48.811825,9.255372,288.8,Charge 4
2021-03-13T19:16:22Z,48.811847,9.255398,288.8,Charge 4
2021-03-13T19:16:23Z,48.811870,9.255430,289.1,Charge 4
2021-03-13T19:16:25Z,48.811898,9.255495,289.1,Charge 4
2021-03-13T19:16:27Z,48.811902,9.255550,289.1,Charge 4
2021-03-13T19:16:34Z,48.811917,9.255667,291.0,Charge 4
2021-03-13T19:16:35Z,48.811912,9.255685,291.1,Charge 4
2021-03-13T19:16:36Z,48.811915,9.255698,291.1,Charge 4
2021-03-13T19:16:37Z,48.811912,9.255717,291.1,Charge 4
2021-03-13T19:16:38Z,48.811917,9.255740,291.1,Charge 4
2021-03-13T19:16:39Z,48.811920,9.255767,291.1,Charge 4
2021-03-13T19:16:40Z,48.811920,9.255795,291.6,Charge 4
2021-03-13T19:16:41Z,48.811925,9.255827,291.6,Charge 4
2021-03-13T19:16:44Z,48.811938,9.255930,292.3,Charge 4
2021-03-13T19:16:45Z,48.811943,9.255957,292.3,Charge 4
2021-03-13T19:16:46Z,48.811953,9.255993,292.3,Charge 4
