timestamp,lap time,stroke count,stroke type,data source
2023-05-01T09:02:11Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-01T09:05:42Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-01T16:29:47Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T06:52:05Z,00:00:18.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T09:24:15Z,00:00:15.000,13,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T14:43:33Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T14:49:04Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T16:22:47Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T16:35:05Z,00:00:19.000,17,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-02T16:37:09Z,00:00:23.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T07:02:43Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T07:03:44Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T07:05:18Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T07:06:41Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T07:12:09Z,00:00:40.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:18:13Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:18:53Z,00:00:25.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:20:16Z,00:00:38.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:21:10Z,00:00:55.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:23:17Z,00:00:28.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:28:45Z,00:00:46.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:31:44Z,00:00:33.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-03T10:34:25Z,00:00:30.000,13,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T14:07:06Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T14:21:50Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T14:41:40Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T14:43:25Z,00:00:23.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T15:01:12Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T15:47:12Z,00:00:13.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T16:05:01Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T16:49:32Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T16:53:44Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:19:45Z,00:00:34.000,18,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:20:24Z,00:00:51.000,28,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:33:33Z,00:00:09.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:36:56Z,00:00:30.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:40:59Z,00:00:19.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:41:58Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:42:50Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:43:20Z,00:00:24.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
2023-05-04T17:50:42Z,00:00:16.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 4
