start time,end time,data source
2021-07-25T05:03:00Z,2021-07-25T05:21:00Z,Fitbit App
2021-07-25T05:53:00Z,2021-07-25T06:42:00Z,Fitbit App
2021-07-25T06:46:00Z,2021-07-25T07:08:00Z,Fitbit App
2021-07-25T07:30:00Z,2021-07-25T08:29:00Z,Fitbit App
2021-07-25T08:42:00Z,2021-07-25T09:40:00Z,Fitbit App
2021-07-25T10:12:00Z,2021-07-25T10:25:00Z,Fitbit App
2021-07-25T10:26:00Z,2021-07-25T10:40:00Z,Fitbit App
2021-07-25T10:56:00Z,2021-07-25T12:25:00Z,Fitbit App
2021-07-25T13:01:00Z,2021-07-25T13:33:00Z,Fitbit App
2021-07-25T13:43:00Z,2021-07-25T14:50:00Z,Fitbit App
2021-07-25T14:52:00Z,2021-07-25T15:04:00Z,Fitbit App
2021-07-25T15:05:00Z,2021-07-25T15:17:00Z,Fitbit App
2021-07-25T15:19:00Z,2021-07-25T15:50:00Z,Fitbit App
2021-07-25T16:07:00Z,2021-07-25T16:30:00Z,Fitbit App
2021-07-25T16:40:00Z,2021-07-25T17:11:00Z,Fitbit App
2021-07-25T17:12:00Z,2021-07-25T18:17:00Z,Fitbit App
2021-07-25T18:18:00Z,2021-07-25T18:42:00Z,Fitbit App
2021-07-25T19:03:00Z,2021-07-25T19:18:00Z,Fitbit App
2021-07-25T19:19:00Z,2021-07-25T19:38:00Z,Fitbit App
2021-07-25T19:55:00Z,2021-07-25T20:33:00Z,Fitbit App
2021-07-25T20:34:00Z,2021-07-25T20:44:00Z,Fitbit App
2021-07-25T20:56:00Z,2021-07-25T21:17:00Z,Fitbit App
2021-07-25T21:18:00Z,2021-07-25T21:50:00Z,Fitbit App
