timestamp,steps,distance millimeters,altitude gain millimeters,data source
2022-01-31T17:48:46Z,0,0,0,Charge 4
2022-01-31T17:48:47Z,3,0,0,Charge 4
2022-01-31T17:48:48Z,2,0,0,Charge 4
2022-01-31T17:48:49Z,2,0,0,Charge 4
2022-01-31T17:48:50Z,2,0,0,Charge 4
2022-01-31T17:49:01Z,0,0,0,Charge 4
2022-01-31T17:49:02Z,2,0,0,Charge 4
2022-01-31T17:49:03Z,2,0,0,Charge 4
2022-01-31T17:49:04Z,2,0,0,Charge 4
2022-01-31T17:49:05Z,2,0,0,Charge 4
2022-01-31T17:49:06Z,4,110,609,Charge 4
2022-01-31T17:49:07Z,3,270,-609,Charge 4
2022-01-31T17:49:08Z,4,530,-609,Charge 4
2022-01-31T17:49:09Z,3,1110,1524,Charge 4
2022-01-31T17:49:10Z,4,1570,-609,Charge 4
2022-01-31T17:49:11Z,2,1860,-304,Charge 4
2022-01-31T17:49:12Z,2,2030,304,Charge 4
2022-01-31T17:49:13Z,2,2070,-304,Charge 4
2022-01-31T17:49:14Z,3,2130,-609,Charge 4
2022-01-31T17:49:15Z,2,2080,304,Charge 4
2022-01-31T17:49:16Z,3,2500,914,Charge 4
2022-01-31T17:49:17Z,2,2490,-609,Charge 4
2022-01-31T17:49:18Z,2,2480,0,Charge 4
2022-01-31T17:49:19Z,3,2490,0,Charge 4
2022-01-31T17:49:20Z,2,2480,304,Charge 4
2022-01-31T17:49:21Z,2,2420,-304,Charge 4
2022-01-31T17:49:22Z,2,2380,-304,Charge 4
2022-01-31T17:49:23Z,3,2410,-609,Charge 4
2022-01-31T17:49:24Z,2,2460,1219,Charge 4
2022-01-31T17:49:25Z,3,2420,0,Charge 4
2022-01-31T17:49:26Z,2,2440,-609,Charge 4
2022-01-31T17:49:27Z,2,2440,609,Charge 4
2022-01-31T17:49:28Z,3,2450,-304,Charge 4
2022-01-31T17:49:29Z,2,2470,0,Charge 4
2022-01-31T17:49:30Z,3,2460,609,Charge 4
2022-01-31T17:49:31Z,2,2510,-609,Charge 4
2022-01-31T17:49:32Z,2,2520,304,Charge 4
2022-01-31T17:49:33Z,3,2510,0,Charge 4
2022-01-31T17:49:34Z,2,2520,-304,Charge 4
2022-01-31T17:49:35Z,2,2510,-609,Charge 4
2022-01-31T17:49:36Z,3,2520,609,Charge 4
2022-01-31T17:49:37Z,2,2520,609,Charge 4
2022-01-31T17:49:38Z,2,2500,-304,Charge 4
2022-01-31T17:49:39Z,3,2510,-304,Charge 4
2022-01-31T17:49:40Z,3,2530,609,Charge 4
2022-01-31T17:49:41Z,2,2570,-609,Charge 4
2022-01-31T17:49:42Z,2,2570,914,Charge 4
2022-01-31T17:49:43Z,2,2570,-304,Charge 4
2022-01-31T17:49:44Z,2,2560,0,Charge 4
2022-01-31T17:49:45Z,3,2550,0,Charge 4
2022-01-31T17:49:46Z,3,2550,0,Charge 4
2022-01-31T17:49:47Z,2,2550,0,Charge 4
2022-01-31T17:49:48Z,3,2550,304,Charge 4
2022-01-31T17:49:49Z,2,2540,-304,Charge 4
2022-01-31T17:49:50Z,3,2570,0,Charge 4
2022-01-31T17:49:51Z,2,2590,-304,Charge 4
2022-01-31T17:49:52Z,2,2590,609,Charge 4
2022-01-31T17:49:53Z,2,2590,609,Charge 4
2022-01-31T17:49:54Z,2,2590,-1524,Charge 4
2022-01-31T17:49:55Z,3,2570,304,Charge 4
2022-01-31T17:49:56Z,2,2570,0,Charge 4
2022-01-31T17:49:57Z,2,2570,304,Charge 4
2022-01-31T17:49:58Z,2,2550,304,Charge 4
2022-01-31T17:49:59Z,3,2560,-609,Charge 4
2022-01-31T17:50:00Z,2,2550,304,Charge 4
2022-01-31T17:50:01Z,3,2560,-914,Charge 4
2022-01-31T17:50:02Z,3,2570,0,Charge 4
2022-01-31T17:50:03Z,2,2600,914,Charge 4
2022-01-31T17:50:04Z,3,2630,-609,Charge 4
2022-01-31T17:50:05Z,2,2660,0,Charge 4
2022-01-31T17:50:06Z,3,2680,304,Charge 4
2022-01-31T17:50:07Z,2,2660,304,Charge 4
2022-01-31T17:50:08Z,3,2660,-914,Charge 4
2022-01-31T17:50:09Z,3,2680,304,Charge 4
2022-01-31T17:50:10Z,2,2670,1219,Charge 4
2022-01-31T17:50:11Z,2,2670,-609,Charge 4
2022-01-31T17:50:12Z,3,2670,-609,Charge 4
2022-01-31T17:50:13Z,2,2670,304,Charge 4
2022-01-31T17:50:14Z,2,2550,-304,Charge 4
2022-01-31T17:50:15Z,3,2580,0,Charge 4
2022-01-31T17:50:16Z,3,2580,304,Charge 4
2022-01-31T17:50:17Z,2,2590,-304,Charge 4
2022-01-31T17:50:18Z,2,2590,609,Charge 4
2022-01-31T17:50:19Z,2,2570,-304,Charge 4
2022-01-31T17:50:20Z,3,2580,-304,Charge 4
2022-01-31T17:50:21Z,2,2580,1524,Charge 4
2022-01-31T17:50:22Z,2,2570,-304,Charge 4
2022-01-31T17:50:23Z,2,2560,-609,Charge 4
2022-01-31T17:50:24Z,2,2560,0,Charge 4
2022-01-31T17:50:25Z,3,2550,0,Charge 4
2022-01-31T17:50:26Z,3,2540,-304,Charge 4
2022-01-31T17:50:27Z,2,2550,0,Charge 4
2022-01-31T17:50:28Z,2,2550,609,Charge 4
2022-01-31T17:50:29Z,3,2550,0,Charge 4
2022-01-31T17:50:30Z,2,2560,0,Charge 4
2022-01-31T17:50:31Z,3,2550,304,Charge 4
2022-01-31T17:50:32Z,3,2560,304,Charge 4
2022-01-31T17:50:33Z,2,2560,-304,Charge 4
2022-01-31T17:50:34Z,2,2570,-609,Charge 4
2022-01-31T17:50:35Z,2,2560,0,Charge 4
2022-01-31T17:50:36Z,3,2560,609,Charge 4
2022-01-31T17:50:37Z,2,2560,0,Charge 4
2022-01-31T17:50:38Z,4,4870,-1219,Charge 4
2022-01-31T17:50:39Z,2,2440,914,Charge 4
2022-01-31T17:50:40Z,3,2440,-609,Charge 4
2022-01-31T17:50:41Z,2,2430,914,Charge 4
2022-01-31T17:50:42Z,3,2500,-609,Charge 4
2022-01-31T17:50:43Z,3,2550,0,Charge 4
2022-01-31T17:50:44Z,2,2580,609,Charge 4
2022-01-31T17:50:45Z,2,2580,1219,Charge 4
2022-01-31T17:50:46Z,1,2570,-914,Charge 4
2022-01-31T17:50:47Z,3,2560,-304,Charge 4
2022-01-31T17:50:48Z,2,2430,-609,Charge 4
2022-01-31T17:50:49Z,3,2450,914,Charge 4
2022-01-31T17:50:50Z,1,2340,-304,Charge 4
2022-01-31T17:50:51Z,2,2370,304,Charge 4
2022-01-31T17:50:52Z,1,1610,-304,Charge 4
2022-01-31T17:50:53Z,2,1550,914,Charge 4
2022-01-31T17:50:54Z,2,1390,0,Charge 4
2022-01-31T17:50:55Z,2,1390,0,Charge 4
2022-01-31T17:50:56Z,3,1350,-1219,Charge 4
2022-01-31T17:50:57Z,3,1350,-304,Charge 4
2022-01-31T17:50:58Z,2,1370,304,Charge 4
2022-01-31T17:50:59Z,3,1380,0,Charge 4
2022-01-31T17:51:00Z,3,2150,-609,Charge 4
2022-01-31T17:51:01Z,3,2350,0,Charge 4
2022-01-31T17:51:02Z,2,2450,0,Charge 4
2022-01-31T17:51:03Z,3,2570,-304,Charge 4
2022-01-31T17:51:04Z,3,2660,914,Charge 4
2022-01-31T17:51:05Z,3,2740,-914,Charge 4
2022-01-31T17:51:06Z,2,2750,914,Charge 4
2022-01-31T17:51:07Z,2,2750,304,Charge 4
2022-01-31T17:51:08Z,1,2740,304,Charge 4
2022-01-31T17:51:09Z,1,1820,0,Charge 4
2022-01-31T17:51:10Z,3,1700,609,Charge 4
2022-01-31T17:51:11Z,1,1590,-609,Charge 4
2022-01-31T17:51:12Z,2,1490,-304,Charge 4
2022-01-31T17:51:13Z,2,1460,0,Charge 4
2022-01-31T17:51:14Z,2,1470,-609,Charge 4
2022-01-31T17:51:15Z,3,1470,609,Charge 4
2022-01-31T17:51:16Z,2,1480,0,Charge 4
2022-01-31T17:51:17Z,1,1470,304,Charge 4
2022-01-31T17:51:18Z,0,1410,0,Charge 4
2022-01-31T17:51:19Z,0,1280,0,Charge 4
2022-01-31T17:51:20Z,0,1080,-304,Charge 4
2022-01-31T17:51:21Z,0,0,0,Charge 4
2022-01-31T17:51:22Z,0,0,0,Charge 4
2022-01-31T17:51:23Z,0,0,304,Charge 4
2022-01-31T17:51:24Z,0,0,-304,Charge 4
2022-01-31T17:51:25Z,0,0,0,Charge 4
2022-01-31T17:51:26Z,0,0,0,Charge 4
2022-01-31T17:51:27Z,0,0,0,Charge 4
2022-01-31T17:51:28Z,0,0,0,Charge 4
2022-01-31T17:51:29Z,2,0,-609,Charge 4
2022-01-31T17:51:30Z,2,140,0,Charge 4
2022-01-31T17:51:31Z,2,330,0,Charge 4
2022-01-31T17:51:32Z,3,570,-609,Charge 4
2022-01-31T17:51:33Z,2,830,609,Charge 4
2022-01-31T17:51:34Z,3,1570,-609,Charge 4
2022-01-31T17:51:35Z,2,1780,304,Charge 4
2022-01-31T17:51:36Z,3,1990,-304,Charge 4
2022-01-31T17:51:37Z,2,2100,-609,Charge 4
2022-01-31T17:51:38Z,3,2230,609,Charge 4
2022-01-31T17:51:39Z,2,2280,0,Charge 4
2022-01-31T17:51:40Z,3,2470,304,Charge 4
2022-01-31T17:51:41Z,3,2530,304,Charge 4
2022-01-31T17:51:42Z,2,2590,-609,Charge 4
2022-01-31T17:51:43Z,3,2610,914,Charge 4
2022-01-31T17:51:44Z,3,2710,-1219,Charge 4
2022-01-31T17:51:45Z,2,2710,914,Charge 4
2022-01-31T17:51:46Z,3,2710,0,Charge 4
2022-01-31T17:51:47Z,3,2770,1219,Charge 4
2022-01-31T17:51:48Z,1,2780,-609,Charge 4
2022-01-31T17:51:49Z,2,2780,-304,Charge 4
2022-01-31T17:51:50Z,3,2760,0,Charge 4
2022-01-31T17:51:51Z,2,2760,0,Charge 4
2022-01-31T17:51:52Z,2,2740,-914,Charge 4
2022-01-31T17:51:53Z,3,2740,609,Charge 4
2022-01-31T17:51:54Z,3,2710,304,Charge 4
2022-01-31T17:51:55Z,2,2740,0,Charge 4
2022-01-31T17:51:56Z,2,2730,-304,Charge 4
2022-01-31T17:51:57Z,2,2720,-304,Charge 4
2022-01-31T17:51:58Z,3,2720,-609,Charge 4
2022-01-31T17:51:59Z,3,2710,1524,Charge 4
2022-01-31T17:52:00Z,2,2710,-1219,Charge 4
2022-01-31T17:52:01Z,2,2710,0,Charge 4
2022-01-31T17:52:02Z,3,2690,304,Charge 4
2022-01-31T17:52:03Z,2,2710,304,Charge 4
2022-01-31T17:52:04Z,3,2710,0,Charge 4
2022-01-31T17:52:05Z,2,2710,0,Charge 4
2022-01-31T17:52:06Z,3,2700,-304,Charge 4
2022-01-31T17:52:07Z,3,2700,609,Charge 4
2022-01-31T17:52:08Z,2,2710,-304,Charge 4
