timestamp,distance,data source
2022-07-01T00:00:00Z,60.70,Charge 4
2022-07-01T00:01:00Z,71.50,Charge 4
2022-07-01T00:02:00Z,59.90,Charge 4
2022-07-01T00:03:00Z,49.20,Charge 4
2022-07-01T00:04:00Z,59.10,Charge 4
2022-07-01T00:05:00Z,65.30,Charge 4
2022-07-01T00:06:00Z,32.20,Charge 4
2022-07-01T00:07:00Z,29.20,Charge 4
2022-07-01T00:08:00Z,13.80,Charge 4
2022-07-01T00:09:00Z,50.70,Charge 4
2022-07-01T00:10:00Z,75.30,Charge 4
2022-07-01T00:11:00Z,82.20,Charge 4
2022-07-01T00:12:00Z,83.80,Charge 4
2022-07-01T00:13:00Z,28.40,Charge 4
2022-07-01T00:21:00Z,46.80,Charge 4
2022-07-01T00:22:00Z,26.90,Charge 4
2022-07-01T00:38:00Z,18.40,Charge 4
2022-07-01T00:39:00Z,24.50,Charge 4
2022-07-01T00:43:00Z,66.10,Charge 4
2022-07-01T00:44:00Z,34.50,Charge 4
2022-07-01T00:45:00Z,46.80,Charge 4
2022-07-01T00:46:00Z,36.10,Charge 4
2022-07-01T01:13:00Z,11.50,Charge 4
2022-07-01T01:15:00Z,16.90,Charge 4
2022-07-01T01:18:00Z,4.60,Charge 4
2022-07-01T01:50:00Z,3.80,Charge 4
2022-07-01T10:58:00Z,13.80,Charge 4
2022-07-01T11:00:00Z,14.60,Charge 4
2022-07-01T11:26:00Z,23.00,Charge 4
2022-07-01T11:27:00Z,3.00,Charge 4
2022-07-01T11:49:00Z,5.30,Charge 4
2022-07-01T11:50:00Z,22.20,Charge 4
2022-07-01T11:51:00Z,31.50,Charge 4
2022-07-01T11:52:00Z,25.30,Charge 4
2022-07-01T11:55:00Z,5.30,Charge 4
2022-07-01T11:56:00Z,4.60,Charge 4
2022-07-01T11:57:00Z,5.30,Charge 4
2022-07-01T11:58:00Z,20.70,Charge 4
2022-07-01T11:59:00Z,16.10,Charge 4
2022-07-01T12:00:00Z,4.60,Charge 4
2022-07-01T12:18:00Z,20.70,Charge 4
2022-07-01T12:19:00Z,15.30,Charge 4
2022-07-01T12:29:00Z,46.00,Charge 4
2022-07-01T12:30:00Z,24.50,Charge 4
2022-07-01T12:31:00Z,6.10,Charge 4
2022-07-01T12:34:00Z,6.90,Charge 4
2022-07-01T13:21:00Z,4.60,Charge 4
2022-07-01T13:29:00Z,9.90,Charge 4
2022-07-01T13:30:00Z,5.30,Charge 4
2022-07-01T13:33:00Z,4.60,Charge 4
2022-07-01T13:39:00Z,3.80,Charge 4
2022-07-01T14:20:00Z,12.20,Charge 4
2022-07-01T14:22:00Z,18.40,Charge 4
2022-07-01T14:27:00Z,4.60,Charge 4
2022-07-01T15:20:00Z,10.70,Charge 4
2022-07-01T15:21:00Z,10.70,Charge 4
2022-07-01T15:33:00Z,5.30,Charge 4
2022-07-01T15:34:00Z,11.50,Charge 4
2022-07-01T15:56:00Z,13.80,Charge 4
2022-07-01T16:13:00Z,8.40,Charge 4
2022-07-01T16:44:00Z,8.40,Charge 4
2022-07-01T17:24:00Z,6.10,Charge 4
2022-07-01T17:35:00Z,6.10,Charge 4
2022-07-01T18:58:00Z,4.60,Charge 4
2022-07-01T19:42:00Z,5.30,Charge 4
2022-07-01T19:43:00Z,21.50,Charge 4
2022-07-01T19:44:00Z,7.60,Charge 4
2022-07-01T19:45:00Z,5.30,Charge 4
2022-07-01T19:46:00Z,12.30,Charge 4
2022-07-01T19:47:00Z,11.50,Charge 4
2022-07-01T19:48:00Z,1.50,Charge 4
2022-07-01T19:49:00Z,6.90,Charge 4
2022-07-01T19:53:00Z,10.70,Charge 4
2022-07-01T19:54:00Z,13.80,Charge 4
2022-07-01T19:55:00Z,10.70,Charge 4
2022-07-01T19:56:00Z,7.60,Charge 4
2022-07-01T19:57:00Z,5.30,Charge 4
2022-07-01T19:58:00Z,24.60,Charge 4
2022-07-01T19:59:00Z,20.70,Charge 4
2022-07-01T20:00:00Z,10.00,Charge 4
2022-07-01T20:02:00Z,18.40,Charge 4
2022-07-01T20:03:00Z,8.40,Charge 4
2022-07-01T20:15:00Z,4.60,Charge 4
2022-07-01T20:16:00Z,9.90,Charge 4
2022-07-01T20:17:00Z,9.90,Charge 4
2022-07-01T20:19:00Z,22.20,Charge 4
2022-07-01T20:20:00Z,9.20,Charge 4
2022-07-01T20:21:00Z,16.90,Charge 4
2022-07-01T20:26:00Z,20.70,Charge 4
2022-07-01T20:27:00Z,27.60,Charge 4
2022-07-01T20:28:00Z,57.50,Charge 4
2022-07-01T20:29:00Z,27.60,Charge 4
2022-07-01T20:31:00Z,9.20,Charge 4
2022-07-01T20:32:00Z,70.70,Charge 4
2022-07-01T20:34:00Z,39.20,Charge 4
2022-07-01T20:35:00Z,74.50,Charge 4
2022-07-01T20:37:00Z,14.60,Charge 4
2022-07-01T20:38:00Z,9.20,Charge 4
2022-07-01T20:39:00Z,56.10,Charge 4
2022-07-01T20:43:00Z,3.80,Charge 4
2022-07-01T20:44:00Z,37.60,Charge 4
2022-07-01T20:51:00Z,29.90,Charge 4
