timestamp,level,data source
2022-07-01T00:00:00Z,MODERATELY_ACTIVE,Fitbit App
2022-07-01T00:01:00Z,MODERATELY_ACTIVE,Fitbit App
2022-07-01T00:02:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:03:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:04:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:05:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:06:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:07:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:08:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:09:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:10:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:12:00Z,MODERATELY_ACTIVE,Fitbit App
2022-07-01T00:13:00Z,MODERATELY_ACTIVE,Fitbit App
2022-07-01T00:14:00Z,SEDENTARY,Fitbit App
2022-07-01T00:15:00Z,SEDENTARY,Fitbit App
2022-07-01T00:16:00Z,SEDENTARY,Fitbit App
2022-07-01T00:17:00Z,SEDENTARY,Fitbit App
2022-07-01T00:18:00Z,SEDENTARY,Fitbit App
2022-07-01T00:19:00Z,SEDENTARY,Fitbit App
2022-07-01T00:20:00Z,SEDENTARY,Fitbit App
2022-07-01T00:21:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:22:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:23:00Z,SEDENTARY,Fitbit App
2022-07-01T00:38:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:39:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:40:00Z,SEDENTARY,Fitbit App
2022-07-01T00:41:00Z,SEDENTARY,Fitbit App
2022-07-01T00:42:00Z,SEDENTARY,Fitbit App
2022-07-01T00:43:00Z,VERY_ACTIVE,Fitbit App
2022-07-01T00:44:00Z,MODERATELY_ACTIVE,Fitbit App
2022-07-01T00:45:00Z,MODERATELY_ACTIVE,Fitbit App
2022-07-01T00:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T00:47:00Z,SEDENTARY,Fitbit App
2022-07-01T00:48:00Z,SEDENTARY,Fitbit App
2022-07-01T01:13:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T01:14:00Z,SEDENTARY,Fitbit App
2022-07-01T01:15:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T01:16:00Z,SEDENTARY,Fitbit App
2022-07-01T01:18:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T01:19:00Z,SEDENTARY,Fitbit App
2022-07-01T01:47:00Z,SEDENTARY,Fitbit App
2022-07-01T01:48:00Z,SEDENTARY,Fitbit App
2022-07-01T01:50:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T01:52:00Z,SEDENTARY,Fitbit App
2022-07-01T01:53:00Z,SEDENTARY,Fitbit App
2022-07-01T01:54:00Z,SEDENTARY,Fitbit App
2022-07-01T01:56:00Z,SEDENTARY,Fitbit App
2022-07-01T02:30:00Z,SEDENTARY,Fitbit App
2022-07-01T02:43:00Z,SEDENTARY,Fitbit App
2022-07-01T03:14:00Z,SEDENTARY,Fitbit App
2022-07-01T03:16:00Z,SEDENTARY,Fitbit App
2022-07-01T03:57:00Z,SEDENTARY,Fitbit App
2022-07-01T04:01:00Z,SEDENTARY,Fitbit App
2022-07-01T04:21:00Z,SEDENTARY,Fitbit App
2022-07-01T05:17:00Z,SEDENTARY,Fitbit App
2022-07-01T05:55:00Z,SEDENTARY,Fitbit App
2022-07-01T06:05:00Z,SEDENTARY,Fitbit App
2022-07-01T06:13:00Z,SEDENTARY,Fitbit App
2022-07-01T07:30:00Z,SEDENTARY,Fitbit App
2022-07-01T07:47:00Z,SEDENTARY,Fitbit App
2022-07-01T08:02:00Z,SEDENTARY,Fitbit App
2022-07-01T08:20:00Z,SEDENTARY,Fitbit App
2022-07-01T09:27:00Z,SEDENTARY,Fitbit App
2022-07-01T09:33:00Z,SEDENTARY,Fitbit App
2022-07-01T10:31:00Z,SEDENTARY,Fitbit App
2022-07-01T10:36:00Z,SEDENTARY,Fitbit App
2022-07-01T10:37:00Z,SEDENTARY,Fitbit App
2022-07-01T10:44:00Z,SEDENTARY,Fitbit App
2022-07-01T10:45:00Z,SEDENTARY,Fitbit App
2022-07-01T10:49:00Z,SEDENTARY,Fitbit App
2022-07-01T10:58:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T10:59:00Z,SEDENTARY,Fitbit App
2022-07-01T11:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:09:00Z,SEDENTARY,Fitbit App
2022-07-01T11:10:00Z,SEDENTARY,Fitbit App
2022-07-01T11:11:00Z,SEDENTARY,Fitbit App
2022-07-01T11:23:00Z,SEDENTARY,Fitbit App
2022-07-01T11:24:00Z,SEDENTARY,Fitbit App
2022-07-01T11:25:00Z,SEDENTARY,Fitbit App
2022-07-01T11:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:40:00Z,SEDENTARY,Fitbit App
2022-07-01T11:49:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:50:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:51:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:52:00Z,LIGHTLY_ACTIVE,Fitbit App
2022-07-01T11:53:00Z,SEDENTARY,Fitbit App
