timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-08-02T00:00:00Z,95.0,91.4,98.0,94.6,1.8,Charge 4
2022-08-04T00:00:00Z,95.0,91.0,98.2,94.5,1.7,Charge 4
2022-08-05T00:00:00Z,96.6,94.6,97.9,94.6,1.8,Charge 4
2022-08-06T00:00:00Z,92.0,91.8,92.1,94.5,1.8,Charge 4
2022-08-07T00:00:00Z,96.7,94.2,98.2,94.5,1.8,Charge 4
2022-08-09T00:00:00Z,94.6,94.7,93.7,94.6,1.7,Charge 4
2022-08-13T00:00:00Z,94.8,94.9,94.9,94.7,1.7,Charge 4
2022-08-16T00:00:00Z,95.8,93.3,98.6,94.7,1.7,Charge 4
2022-08-17T00:00:00Z,92.8,92.9,93.3,94.8,1.5,Charge 4
2022-08-22T00:00:00Z,90.8,90.8,90.5,94.5,1.7,Charge 4
2022-08-24T00:00:00Z,92.9,93.3,92.9,94.5,1.6,Charge 4
2022-08-26T00:00:00Z,96.1,94.7,97.8,94.6,1.6,Charge 4
2022-08-28T00:00:00Z,94.1,91.9,97.7,94.5,1.6,Charge 4
