timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2022-05-02T00:00:00Z,97.6,96.5,99.2,95.5,1.6,Charge 4
2022-05-03T00:00:00Z,96.9,94.5,99.1,95.6,1.6,Charge 4
2022-05-06T00:00:00Z,97.3,95.0,99.2,95.6,1.6,Charge 4
2022-05-07T00:00:00Z,94.1,91.6,95.7,95.6,1.6,Charge 4
2022-05-09T00:00:00Z,93.3,91.0,95.2,95.5,1.7,Charge 4
2022-05-10T00:00:00Z,95.3,92.9,97.8,95.4,1.7,Charge 4
2022-05-11T00:00:00Z,96.7,93.7,99.3,95.5,1.6,Charge 4
2022-05-12T00:00:00Z,94.4,91.3,99.0,95.6,1.6,Charge 4
2022-05-13T00:00:00Z,94.1,94.5,94.2,95.6,1.5,Charge 4
2022-05-16T00:00:00Z,96.2,96.6,97.4,95.7,1.5,Charge 4
2022-05-18T00:00:00Z,94.1,90.9,98.3,95.7,1.5,Charge 4
2022-05-19T00:00:00Z,96.7,93.0,99.2,95.7,1.4,Charge 4
2022-05-22T00:00:00Z,95.5,95.3,96.6,95.6,1.4,Charge 4
2022-05-24T00:00:00Z,95.3,94.2,96.6,95.5,1.4,Charge 4
2022-05-25T00:00:00Z,95.3,93.4,98.8,95.5,1.4,Charge 4
2022-05-26T00:00:00Z,96.0,95.8,97.2,95.5,1.3,Charge 4
2022-05-27T00:00:00Z,95.1,92.7,97.2,95.4,1.2,Charge 4
2022-05-29T00:00:00Z,97.0,95.5,98.3,95.4,1.2,Charge 4
2022-05-30T00:00:00Z,96.6,94.9,97.9,95.6,1.1,Charge 4
2022-05-31T00:00:00Z,95.9,95.1,97.5,95.6,1.1,Charge 4
