start time,end time,data source
2022-09-23T15:31:00Z,2022-09-23T16:06:00Z,Fitbit App
2022-09-23T17:53:00Z,2022-09-23T18:13:00Z,Fitbit App
2022-09-23T18:21:00Z,2022-09-23T18:32:00Z,Fitbit App
2022-09-23T18:33:00Z,2022-09-23T18:44:00Z,Fitbit App
2022-09-23T18:50:00Z,2022-09-23T19:03:00Z,Fitbit App
2022-09-23T19:04:00Z,2022-09-23T19:31:00Z,Fitbit App
2022-09-23T19:33:00Z,2022-09-23T19:45:00Z,Fitbit App
2022-09-23T19:46:00Z,2022-09-23T20:22:00Z,Fitbit App
2022-09-23T20:23:00Z,2022-09-23T21:17:00Z,Fitbit App
2022-09-23T21:18:00Z,2022-09-23T21:29:00Z,Fitbit App
2022-09-23T21:30:00Z,2022-09-23T21:47:00Z,Fitbit App
2022-09-23T21:48:00Z,2022-09-23T22:00:00Z,Fitbit App
2022-09-23T22:00:00Z,2022-09-23T22:46:00Z,Fitbit App
