timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2024-08-01T00:00:00Z,11.501,0.0,Fitbit App
2024-08-01T00:05:00Z,11.253,0.0,Fitbit App
2024-08-01T00:10:00Z,11.485,0.0,Fitbit App
2024-08-01T00:15:00Z,11.05,0.0,Fitbit App
2024-08-01T00:20:00Z,11.161,0.0,Fitbit App
2024-08-01T00:25:00Z,10.2,0.0,Fitbit App
2024-08-01T00:30:00Z,10.174,0.0,Fitbit App
2024-08-01T00:35:00Z,11.984,0.0,Fitbit App
2024-08-01T00:40:00Z,11.777,0.0,Fitbit App
2024-08-01T00:45:00Z,10.673,0.0,Fitbit App
2024-08-01T00:50:00Z,8.516,0.0,Fitbit App
2024-08-01T00:55:00Z,9.116,0.0,Fitbit App
2024-08-01T01:00:00Z,9.794,0.0,Fitbit App
2024-08-01T01:05:00Z,10.418,0.0,Fitbit App
2024-08-01T01:10:00Z,10.78,0.0,Fitbit App
2024-08-01T01:15:00Z,11.371,0.0,Fitbit App
2024-08-01T01:20:00Z,10.815,0.0,Fitbit App
2024-08-01T01:25:00Z,11.998,0.0,Fitbit App
2024-08-01T01:30:00Z,11.889,0.0,Fitbit App
2024-08-01T01:35:00Z,11.495,0.0,Fitbit App
2024-08-01T01:40:00Z,11.726,0.0,Fitbit App
2024-08-01T01:45:00Z,12.265,0.0,Fitbit App
2024-08-01T01:50:00Z,13.317,0.0,Fitbit App
2024-08-01T01:55:00Z,13.246,0.0,Fitbit App
2024-08-01T02:00:00Z,11.489,0.0,Fitbit App
2024-08-01T02:05:00Z,11.618,0.0,Fitbit App
2024-08-01T02:10:00Z,10.764,0.0,Fitbit App
2024-08-01T02:15:00Z,8.906,0.0,Fitbit App
2024-08-01T02:20:00Z,8.741,0.0,Fitbit App
2024-08-01T02:25:00Z,10.541,0.0,Fitbit App
2024-08-01T02:30:00Z,11.28,0.0,Fitbit App
2024-08-01T02:35:00Z,8.975,0.0,Fitbit App
2024-08-01T02:40:00Z,9.157,0.0,Fitbit App
2024-08-01T02:45:00Z,10.137,0.0,Fitbit App
2024-08-01T02:50:00Z,11.068,0.0,Fitbit App
2024-08-01T02:55:00Z,10.27,0.0,Fitbit App
2024-08-01T03:00:00Z,8.621,0.0,Fitbit App
2024-08-01T03:05:00Z,9.285,0.0,Fitbit App
2024-08-01T03:10:00Z,8.434,0.0,Fitbit App
2024-08-01T03:15:00Z,10.92,0.0,Fitbit App
2024-08-01T03:20:00Z,10.615,0.0,Fitbit App
2024-08-01T03:25:00Z,12.375,0.0,Fitbit App
2024-08-01T03:30:00Z,13.886,0.0,Fitbit App
2024-08-01T03:35:00Z,13.447,0.0,Fitbit App
2024-08-01T03:40:00Z,11.353,0.0,Fitbit App
2024-08-01T03:45:00Z,10.968,0.0,Fitbit App
2024-08-01T03:50:00Z,10.17,0.0,Fitbit App
2024-08-01T03:55:00Z,10.324,0.0,Fitbit App
2024-08-01T04:00:00Z,13.235,0.0,Fitbit App
2024-08-01T04:05:00Z,10.673,0.0,Fitbit App
2024-08-01T04:10:00Z,10.95,0.0,Fitbit App
2024-08-01T04:15:00Z,10.301,0.0,Fitbit App
2024-08-01T04:20:00Z,9.022,0.0,Fitbit App
2024-08-01T04:25:00Z,9.487,0.0,Fitbit App
2024-08-01T04:30:00Z,8.795,0.0,Fitbit App
2024-08-02T02:05:00Z,12.896,0.0,Fitbit App
2024-08-02T02:10:00Z,10.857,0.0,Fitbit App
2024-08-02T02:15:00Z,12.42,0.0,Fitbit App
2024-08-02T02:20:00Z,11.006,0.0,Fitbit App
2024-08-02T02:25:00Z,11.22,0.0,Fitbit App
2024-08-02T02:30:00Z,14.598,0.0,Fitbit App
2024-08-02T02:35:00Z,13.978,0.0,Fitbit App
2024-08-02T02:40:00Z,14.917,0.0,Fitbit App
2024-08-02T02:45:00Z,11.501,0.0,Fitbit App
2024-08-02T02:50:00Z,9.966,0.0,Fitbit App
2024-08-02T02:55:00Z,9.087,0.0,Fitbit App
2024-08-02T03:00:00Z,8.147,0.0,Fitbit App
2024-08-02T03:05:00Z,10.712,0.0,Fitbit App
2024-08-02T03:10:00Z,9.144,0.0,Fitbit App
2024-08-02T03:15:00Z,9.182,0.0,Fitbit App
2024-08-02T03:20:00Z,8.534,0.0,Fitbit App
2024-08-02T03:25:00Z,8.915,0.0,Fitbit App
2024-08-02T03:30:00Z,9.331,0.0,Fitbit App
2024-08-02T03:35:00Z,9.261,0.0,Fitbit App
2024-08-02T03:40:00Z,9.448,0.0,Fitbit App
2024-08-02T03:45:00Z,8.814,0.0,Fitbit App
2024-08-02T03:50:00Z,9.118,0.0,Fitbit App
2024-08-02T03:55:00Z,9.774,0.0,Fitbit App
2024-08-02T04:00:00Z,10.496,0.0,Fitbit App
2024-08-02T04:05:00Z,10.67,0.0,Fitbit App
2024-08-02T04:10:00Z,11.339,0.0,Fitbit App
2024-08-02T04:15:00Z,12.428,0.0,Fitbit App
2024-08-02T04:20:00Z,13.802,0.0,Fitbit App
2024-08-02T04:25:00Z,15.231,0.0,Fitbit App
2024-08-02T04:30:00Z,15.298,0.0,Fitbit App
2024-08-02T04:35:00Z,22.446,0.0,Fitbit App
2024-08-02T04:40:00Z,23.575,0.0,Fitbit App
2024-08-02T04:45:00Z,27.086,0.0,Fitbit App
2024-08-02T04:50:00Z,23.017,0.0,Fitbit App
2024-08-02T04:55:00Z,17.564,0.0,Fitbit App
2024-08-02T05:00:00Z,19.595,0.0,Fitbit App
2024-08-02T05:05:00Z,15.629,0.0,Fitbit App
2024-08-02T05:10:00Z,11.721,0.0,Fitbit App
2024-08-02T05:15:00Z,10.801,0.0,Fitbit App
2024-08-02T05:20:00Z,9.809,0.0,Fitbit App
2024-08-02T05:25:00Z,13.517,0.0,Fitbit App
2024-08-02T05:30:00Z,16.212,0.0,Fitbit App
2024-08-02T05:35:00Z,17.295,0.0,Fitbit App
2024-08-02T05:40:00Z,15.751,0.0,Fitbit App
2024-08-02T05:45:00Z,16.756,0.0,Fitbit App
2024-08-02T05:50:00Z,19.699,0.0,Fitbit App
2024-08-02T05:55:00Z,20.767,0.0,Fitbit App
2024-08-02T06:00:00Z,18.896,0.0,Fitbit App
2024-08-02T06:05:00Z,21.281,0.0,Fitbit App
2024-08-02T06:10:00Z,21.205,0.0,Fitbit App
2024-08-02T06:15:00Z,20.546,0.0,Fitbit App
2024-08-02T06:20:00Z,18.887,0.0,Fitbit App
2024-08-02T06:25:00Z,20.524,0.0,Fitbit App
2024-08-02T06:30:00Z,19.444,0.0,Fitbit App
2024-08-02T06:35:00Z,14.888,0.0,Fitbit App
2024-08-02T06:40:00Z,17.813,0.0,Fitbit App
2024-08-02T06:45:00Z,19.312,0.0,Fitbit App
2024-08-02T06:50:00Z,21.345,0.0,Fitbit App
2024-08-02T06:55:00Z,21.158,0.0,Fitbit App
2024-08-02T07:00:00Z,20.711,0.0,Fitbit App
2024-08-02T07:05:00Z,21.504,0.0,Fitbit App
2024-08-02T07:10:00Z,16.722,0.0,Fitbit App
2024-08-02T07:15:00Z,21.072,0.0,Fitbit App
2024-08-02T07:20:00Z,23.2,0.0,Fitbit App
2024-08-02T07:25:00Z,21.128,0.0,Fitbit App
2024-08-02T07:30:00Z,24.3,0.0,Fitbit App
2024-08-02T07:35:00Z,24.357,0.0,Fitbit App
2024-08-02T07:40:00Z,25.296,0.0,Fitbit App
2024-08-02T07:45:00Z,23.422,0.0,Fitbit App
2024-08-02T07:50:00Z,23.418,0.0,Fitbit App
2024-08-02T07:55:00Z,22.451,0.0,Fitbit App
2024-08-02T08:00:00Z,18.546,0.0,Fitbit App
2024-08-02T08:05:00Z,18.13,0.0,Fitbit App
2024-08-02T08:10:00Z,14.49,0.0,Fitbit App
2024-08-02T08:15:00Z,11.954,0.0,Fitbit App
2024-08-02T08:20:00Z,12.909,0.0,Fitbit App
2024-08-02T08:25:00Z,11.226,0.0,Fitbit App
2024-08-03T02:15:00Z,10.006,0.0,Fitbit App
2024-08-03T02:20:00Z,12.904,0.0,Fitbit App
2024-08-03T02:25:00Z,14.644,0.0,Fitbit App
2024-08-03T02:30:00Z,14.639,0.0,Fitbit App
2024-08-03T02:35:00Z,16.383,0.0,Fitbit App
2024-08-03T02:40:00Z,18.655,0.0,Fitbit App
2024-08-03T02:45:00Z,19.553,0.0,Fitbit App
2024-08-03T02:50:00Z,18.936,0.0,Fitbit App
2024-08-03T02:55:00Z,15.341,0.0,Fitbit App
2024-08-03T03:00:00Z,18.058,0.0,Fitbit App
2024-08-03T03:05:00Z,20.164,0.0,Fitbit App
2024-08-03T03:10:00Z,19.654,0.0,Fitbit App
2024-08-03T03:15:00Z,19.683,0.0,Fitbit App
2024-08-03T03:20:00Z,14.777,0.0,Fitbit App
2024-08-03T03:25:00Z,10.109,0.0,Fitbit App
2024-08-03T03:30:00Z,9.169,0.0,Fitbit App
2024-08-03T03:35:00Z,9.13,0.0,Fitbit App
2024-08-03T03:40:00Z,8.774,0.0,Fitbit App
2024-08-03T03:45:00Z,8.551,0.0,Fitbit App
2024-08-03T03:50:00Z,10.02,0.0,Fitbit App
2024-08-03T03:55:00Z,9.771,0.0,Fitbit App
2024-08-03T04:00:00Z,9.809,0.0,Fitbit App
2024-08-03T04:05:00Z,9.005,0.0,Fitbit App
2024-08-03T04:10:00Z,11.4,0.0,Fitbit App
2024-08-03T04:15:00Z,11.851,0.0,Fitbit App
2024-08-03T04:20:00Z,11.032,0.0,Fitbit App
2024-08-03T04:25:00Z,11.771,0.0,Fitbit App
2024-08-03T04:30:00Z,10.738,0.0,Fitbit App
2024-08-03T04:35:00Z,11.896,0.0,Fitbit App
2024-08-03T04:40:00Z,12.488,0.0,Fitbit App
2024-08-03T04:45:00Z,11.246,0.0,Fitbit App
2024-08-03T04:50:00Z,10.401,0.0,Fitbit App
2024-08-03T04:55:00Z,11.664,0.0,Fitbit App
2024-08-03T05:00:00Z,8.729,0.0,Fitbit App
2024-08-03T05:05:00Z,9.494,0.0,Fitbit App
2024-08-03T05:10:00Z,9.471,0.0,Fitbit App
2024-08-03T05:15:00Z,8.636,0.0,Fitbit App
2024-08-03T05:20:00Z,8.37,0.0,Fitbit App
2024-08-03T05:25:00Z,8.32,0.0,Fitbit App
2024-08-03T05:30:00Z,8.991,0.0,Fitbit App
2024-08-03T05:35:00Z,10.157,0.0,Fitbit App
2024-08-03T05:40:00Z,10.586,0.0,Fitbit App
2024-08-03T05:45:00Z,15.976,0.0,Fitbit App
2024-08-03T05:50:00Z,17.88,0.0,Fitbit App
2024-08-03T05:55:00Z,21.069,0.0,Fitbit App
2024-08-03T06:00:00Z,22.632,0.0,Fitbit App
2024-08-03T06:05:00Z,22.168,0.0,Fitbit App
2024-08-03T06:10:00Z,17.94,0.0,Fitbit App
2024-08-03T06:15:00Z,17.612,0.0,Fitbit App
2024-08-03T06:20:00Z,19.909,0.0,Fitbit App
2024-08-03T06:25:00Z,18.615,0.0,Fitbit App
2024-08-03T06:30:00Z,15.025,0.0,Fitbit App
2024-08-03T06:35:00Z,18.648,0.0,Fitbit App
2024-08-03T06:40:00Z,18.792,0.0,Fitbit App
2024-08-03T06:45:00Z,15.456,0.0,Fitbit App
2024-08-03T06:50:00Z,10.305,0.0,Fitbit App
2024-08-03T06:55:00Z,8.496,0.0,Fitbit App
2024-08-03T07:00:00Z,9.397,0.0,Fitbit App
2024-08-03T07:05:00Z,9.609,0.0,Fitbit App
2024-08-03T07:10:00Z,8.916,0.0,Fitbit App
2024-08-03T07:15:00Z,8.276,0.0,Fitbit App
2024-08-03T07:20:00Z,9.143,0.0,Fitbit App
2024-08-03T07:25:00Z,9.847,0.0,Fitbit App
2024-08-03T07:30:00Z,8.942,0.0,Fitbit App
2024-08-03T07:35:00Z,10.139,0.0,Fitbit App
2024-08-03T07:40:00Z,11.049,0.0,Fitbit App
2024-08-03T07:45:00Z,16.548,0.0,Fitbit App
2024-08-03T07:50:00Z,15.95,0.0,Fitbit App
2024-08-03T07:55:00Z,14.792,0.0,Fitbit App
2024-08-03T08:00:00Z,15.442,0.0,Fitbit App
2024-08-03T08:05:00Z,17.927,0.0,Fitbit App
2024-08-03T08:10:00Z,13.791,0.0,Fitbit App
2024-08-03T08:15:00Z,18.481,0.0,Fitbit App
2024-08-03T08:20:00Z,14.329,0.0,Fitbit App
2024-08-03T08:25:00Z,18.901,0.0,Fitbit App
2024-08-04T02:00:00Z,13.227,0.0,Fitbit App
2024-08-04T02:05:00Z,15.589,0.0,Fitbit App
2024-08-04T02:10:00Z,17.243,0.0,Fitbit App
2024-08-04T02:15:00Z,19.716,0.0,Fitbit App
2024-08-04T02:20:00Z,20.158,0.0,Fitbit App
2024-08-04T02:25:00Z,22.845,0.0,Fitbit App
2024-08-04T02:30:00Z,22.024,0.0,Fitbit App
2024-08-04T02:35:00Z,22.718,0.0,Fitbit App
2024-08-04T02:40:00Z,23.178,0.0,Fitbit App
2024-08-04T02:45:00Z,21.418,0.0,Fitbit App
2024-08-04T02:50:00Z,22.325,0.0,Fitbit App
2024-08-04T02:55:00Z,19.1,0.0,Fitbit App
2024-08-04T03:00:00Z,16.151,0.0,Fitbit App
2024-08-04T03:05:00Z,11.621,0.0,Fitbit App
2024-08-04T03:10:00Z,14.975,0.0,Fitbit App
2024-08-04T03:15:00Z,14.905,0.0,Fitbit App
2024-08-04T03:20:00Z,13.465,0.0,Fitbit App
2024-08-04T03:25:00Z,16.986,0.0,Fitbit App
2024-08-04T03:30:00Z,16.982,0.0,Fitbit App
2024-08-04T03:35:00Z,16.173,0.0,Fitbit App
2024-08-04T03:40:00Z,18.086,0.0,Fitbit App
2024-08-04T03:45:00Z,18.677,0.0,Fitbit App
