start time,end time,data source
2023-11-11T09:22:00Z,2023-11-11T09:42:00Z,Fitbit App
2023-11-11T09:43:00Z,2023-11-11T09:58:00Z,Fitbit App
2023-11-11T13:04:00Z,2023-11-11T13:23:00Z,Fitbit App
2023-11-11T14:48:00Z,2023-11-11T15:02:00Z,Fitbit App
2023-11-11T15:05:00Z,2023-11-11T15:42:00Z,Fitbit App
2023-11-11T15:43:00Z,2023-11-11T16:26:00Z,Fitbit App
2023-11-11T16:53:00Z,2023-11-11T17:05:00Z,Fitbit App
2023-11-11T17:06:00Z,2023-11-11T17:26:00Z,Fitbit App
2023-11-11T17:27:00Z,2023-11-11T17:51:00Z,Fitbit App
2023-11-11T17:53:00Z,2023-11-11T18:45:00Z,Fitbit App
2023-11-11T18:48:00Z,2023-11-11T20:05:00Z,Fitbit App
2023-11-11T20:29:00Z,2023-11-11T20:39:00Z,Fitbit App
2023-11-11T20:40:00Z,2023-11-11T21:24:00Z,Fitbit App
2023-11-11T21:25:00Z,2023-11-11T21:38:00Z,Fitbit App
2023-11-11T21:42:00Z,2023-11-11T22:24:00Z,Fitbit App
