timestamp,floors,data source
2021-10-01T08:16:00Z,1,Fitbit App
2021-10-01T10:10:00Z,2,Fitbit App
2021-10-01T10:26:00Z,2,Fitbit App
2021-10-01T11:53:00Z,1,Fitbit App
2021-10-01T12:22:00Z,1,Fitbit App
2021-10-01T12:45:00Z,2,Fitbit App
2021-10-01T12:46:00Z,2,Fitbit App
2021-10-01T12:47:00Z,1,Fitbit App
2021-10-01T12:48:00Z,3,Fitbit App
2021-10-01T12:49:00Z,2,Fitbit App
2021-10-01T12:50:00Z,3,Fitbit App
2021-10-01T12:51:00Z,3,Fitbit App
2021-10-01T12:52:00Z,1,Fitbit App
2021-10-01T12:53:00Z,2,Fitbit App
2021-10-01T12:54:00Z,2,Fitbit App
2021-10-01T12:55:00Z,3,Fitbit App
2021-10-01T12:56:00Z,2,Fitbit App
2021-10-01T12:57:00Z,1,Fitbit App
2021-10-01T12:59:00Z,2,Fitbit App
2021-10-01T13:00:00Z,1,Fitbit App
2021-10-01T13:01:00Z,2,Fitbit App
2021-10-01T13:02:00Z,1,Fitbit App
2021-10-01T13:03:00Z,1,Fitbit App
2021-10-01T13:04:00Z,2,Fitbit App
2021-10-01T13:06:00Z,2,Fitbit App
2021-10-01T13:07:00Z,2,Fitbit App
2021-10-01T13:18:00Z,1,Fitbit App
2021-10-01T13:34:00Z,1,Fitbit App
2021-10-01T13:35:00Z,2,Fitbit App
2021-10-01T13:36:00Z,1,Fitbit App
2021-10-01T13:37:00Z,2,Fitbit App
2021-10-01T13:38:00Z,1,Fitbit App
2021-10-01T13:39:00Z,2,Fitbit App
2021-10-01T14:04:00Z,2,Fitbit App
2021-10-02T07:04:00Z,1,Fitbit App
2021-10-02T13:34:00Z,1,Fitbit App
2021-10-02T13:47:00Z,1,Fitbit App
2021-10-02T13:50:00Z,2,Fitbit App
2021-10-02T13:53:00Z,2,Fitbit App
2021-10-02T13:54:00Z,3,Fitbit App
2021-10-02T13:55:00Z,2,Fitbit App
2021-10-02T13:56:00Z,3,Fitbit App
2021-10-02T13:57:00Z,1,Fitbit App
2021-10-02T13:58:00Z,2,Fitbit App
2021-10-02T13:59:00Z,3,Fitbit App
2021-10-02T14:00:00Z,3,Fitbit App
2021-10-02T14:01:00Z,3,Fitbit App
2021-10-02T14:02:00Z,3,Fitbit App
2021-10-02T14:04:00Z,2,Fitbit App
2021-10-02T14:05:00Z,5,Fitbit App
2021-10-02T14:06:00Z,1,Fitbit App
2021-10-02T14:38:00Z,4,Fitbit App
2021-10-02T14:39:00Z,2,Fitbit App
2021-10-02T14:40:00Z,4,Fitbit App
2021-10-02T14:41:00Z,4,Fitbit App
