timestamp,steps,data source
2025-01-01T00:32:00Z,15,Charge 6
2025-01-01T00:33:00Z,14,Charge 6
2025-01-01T00:59:00Z,16,Charge 6
2025-01-01T09:32:00Z,20,Charge 6
2025-01-01T10:10:00Z,44,Charge 6
2025-01-01T10:11:00Z,22,Charge 6
2025-01-01T10:32:00Z,40,Charge 6
2025-01-01T10:33:00Z,6,Charge 6
2025-01-01T10:45:00Z,18,Charge 6
2025-01-01T10:48:00Z,20,Charge 6
2025-01-01T10:49:00Z,15,Charge 6
2025-01-01T10:50:00Z,5,Charge 6
2025-01-01T10:54:00Z,41,Charge 6
2025-01-01T10:57:00Z,22,Charge 6
2025-01-01T10:59:00Z,23,Charge 6
2025-01-01T11:07:00Z,17,Charge 6
2025-01-01T11:08:00Z,19,Charge 6
2025-01-01T11:12:00Z,8,Charge 6
2025-01-01T11:13:00Z,18,Charge 6
2025-01-01T11:14:00Z,19,Charge 6
2025-01-01T11:15:00Z,19,Charge 6
2025-01-01T11:17:00Z,20,Charge 6
2025-01-01T11:23:00Z,24,Charge 6
2025-01-01T11:24:00Z,28,Charge 6
2025-01-01T11:25:00Z,28,Charge 6
2025-01-01T11:26:00Z,32,Charge 6
2025-01-01T11:27:00Z,15,Charge 6
2025-01-01T11:35:00Z,4,Charge 6
2025-01-01T11:41:00Z,18,Charge 6
2025-01-01T11:42:00Z,32,Charge 6
2025-01-01T11:48:00Z,37,Charge 6
2025-01-01T11:49:00Z,33,Charge 6
2025-01-01T11:51:00Z,23,Charge 6
2025-01-01T11:55:00Z,34,Charge 6
2025-01-01T11:56:00Z,77,Charge 6
2025-01-01T11:57:00Z,111,Charge 6
2025-01-01T11:58:00Z,108,Charge 6
2025-01-01T11:59:00Z,29,Charge 6
2025-01-01T12:00:00Z,29,Charge 6
2025-01-01T12:01:00Z,25,Charge 6
2025-01-01T12:07:00Z,32,Charge 6
2025-01-01T12:08:00Z,8,Charge 6
2025-01-01T12:09:00Z,12,Charge 6
2025-01-01T12:11:00Z,33,Charge 6
2025-01-01T12:12:00Z,31,Charge 6
2025-01-01T12:13:00Z,24,Charge 6
2025-01-01T12:14:00Z,40,Charge 6
2025-01-01T12:15:00Z,13,Charge 6
2025-01-01T12:16:00Z,34,Charge 6
2025-01-01T12:17:00Z,25,Charge 6
2025-01-01T12:18:00Z,16,Charge 6
2025-01-01T12:20:00Z,9,Charge 6
2025-01-01T12:21:00Z,51,Charge 6
2025-01-01T12:23:00Z,28,Charge 6
2025-01-01T12:24:00Z,57,Charge 6
2025-01-01T12:25:00Z,22,Charge 6
2025-01-01T12:28:00Z,43,Charge 6
2025-01-01T12:29:00Z,16,Charge 6
2025-01-01T12:35:00Z,11,Charge 6
2025-01-01T12:39:00Z,14,Charge 6
2025-01-01T12:41:00Z,29,Charge 6
2025-01-01T12:42:00Z,64,Charge 6
2025-01-01T12:43:00Z,93,Charge 6
2025-01-01T12:44:00Z,90,Charge 6
2025-01-01T12:45:00Z,75,Charge 6
2025-01-01T12:46:00Z,51,Charge 6
2025-01-01T12:47:00Z,83,Charge 6
2025-01-01T12:48:00Z,87,Charge 6
2025-01-01T12:49:00Z,58,Charge 6
2025-01-01T12:50:00Z,51,Charge 6
2025-01-01T12:51:00Z,37,Charge 6
2025-01-01T12:55:00Z,16,Charge 6
2025-01-01T12:57:00Z,50,Charge 6
2025-01-01T12:58:00Z,13,Charge 6
2025-01-01T13:02:00Z,13,Charge 6
2025-01-01T13:03:00Z,23,Charge 6
2025-01-01T13:04:00Z,11,Charge 6
2025-01-01T13:06:00Z,15,Charge 6
2025-01-01T13:07:00Z,7,Charge 6
2025-01-01T13:08:00Z,10,Charge 6
2025-01-01T13:09:00Z,12,Charge 6
2025-01-01T13:12:00Z,4,Charge 6
2025-01-01T13:27:00Z,43,Charge 6
2025-01-01T13:28:00Z,32,Charge 6
2025-01-01T13:29:00Z,47,Charge 6
2025-01-01T13:30:00Z,46,Charge 6
2025-01-01T13:41:00Z,12,Charge 6
2025-01-01T13:42:00Z,7,Charge 6
2025-01-01T13:46:00Z,13,Charge 6
2025-01-01T13:55:00Z,8,Charge 6
2025-01-01T13:58:00Z,4,Charge 6
2025-01-01T14:06:00Z,13,Charge 6
2025-01-01T14:07:00Z,4,Charge 6
2025-01-01T14:13:00Z,11,Charge 6
2025-01-01T14:14:00Z,13,Charge 6
2025-01-01T15:11:00Z,28,Charge 6
2025-01-01T15:22:00Z,11,Charge 6
2025-01-01T15:26:00Z,4,Charge 6
2025-01-01T15:30:00Z,7,Charge 6
2025-01-01T15:31:00Z,9,Charge 6
2025-01-01T15:32:00Z,6,Charge 6
2025-01-01T15:36:00Z,13,Charge 6
2025-01-01T15:37:00Z,7,Charge 6
2025-01-01T15:56:00Z,18,Charge 6
2025-01-01T15:58:00Z,8,Charge 6
2025-01-01T16:50:00Z,11,Charge 6
2025-01-01T16:51:00Z,6,Charge 6
2025-01-01T16:53:00Z,8,Charge 6
2025-01-01T16:54:00Z,9,Charge 6
2025-01-01T17:00:00Z,17,Charge 6
2025-01-01T17:18:00Z,24,Charge 6
2025-01-01T17:23:00Z,7,Charge 6
2025-01-01T17:24:00Z,8,Charge 6
2025-01-01T17:25:00Z,17,Charge 6
2025-01-01T17:27:00Z,10,Charge 6
2025-01-01T17:31:00Z,8,Charge 6
