start time,end time,data source
2023-09-13T00:46:00Z,2023-09-13T01:55:00Z,Fitbit App
2023-09-13T10:20:00Z,2023-09-13T10:37:00Z,Fitbit App
2023-09-13T10:45:00Z,2023-09-13T10:55:00Z,Fitbit App
2023-09-13T11:13:00Z,2023-09-13T12:13:00Z,Fitbit App
2023-09-13T12:17:00Z,2023-09-13T14:14:00Z,Fitbit App
2023-09-13T14:16:00Z,2023-09-13T14:46:00Z,Fitbit App
2023-09-13T14:47:00Z,2023-09-13T15:16:00Z,Fitbit App
2023-09-13T15:24:00Z,2023-09-13T16:01:00Z,Fitbit App
2023-09-13T16:05:00Z,2023-09-13T17:07:00Z,Fitbit App
2023-09-13T17:08:00Z,2023-09-13T17:34:00Z,Fitbit App
2023-09-13T17:35:00Z,2023-09-13T17:50:00Z,Fitbit App
2023-09-13T17:52:00Z,2023-09-13T18:48:00Z,Fitbit App
2023-09-13T19:17:00Z,2023-09-13T20:40:00Z,Fitbit App
2023-09-13T20:41:00Z,2023-09-13T21:45:00Z,Fitbit App
2023-09-13T22:00:00Z,2023-09-13T23:09:00Z,Fitbit App
2023-09-13T23:11:00Z,2023-09-14T01:19:00Z,Fitbit App
