timestamp,average percentage,lower bound percentage,upper bound percentage,baseline percentage,standard deviation percentage,data source
2025-09-01T00:00:00Z,95.7,93.2,99.3,95.5,1.3,Charge 6
2025-09-02T00:00:00Z,95.5,93.7,97.9,95.5,1.3,Charge 6
2025-09-03T00:00:00Z,96.7,94.1,99.2,95.6,1.3,Charge 6
2025-09-05T00:00:00Z,94.6,90.8,98.4,95.7,1.3,Charge 6
2025-09-07T00:00:00Z,94.4,90.4,97.8,95.6,1.3,Charge 6
2025-09-09T00:00:00Z,94.8,90.2,98.7,95.6,1.3,Charge 6
2025-09-10T00:00:00Z,95.3,91.6,97.5,95.7,1.2,Charge 6
2025-09-11T00:00:00Z,95.2,91.3,98.8,95.6,1.2,Charge 6
2025-09-13T00:00:00Z,95.8,95.0,98.0,95.6,1.2,Charge 6
2025-09-14T00:00:00Z,95.0,89.8,99.1,95.6,1.2,Charge 6
2025-09-15T00:00:00Z,93.9,90.3,98.1,95.5,1.3,Charge 6
2025-09-17T00:00:00Z,96.6,96.1,96.8,95.6,1.3,Charge 6
2025-09-18T00:00:00Z,94.7,94.3,95.0,95.5,1.3,Charge 6
2025-09-19T00:00:00Z,93.4,91.5,96.1,95.5,1.3,Charge 6
2025-09-21T00:00:00Z,94.9,92.3,98.1,95.5,1.3,Charge 6
2025-09-22T00:00:00Z,94.9,92.1,98.2,95.5,1.3,Charge 6
2025-09-23T00:00:00Z,96.4,93.7,98.8,95.5,1.3,Charge 6
2025-09-24T00:00:00Z,96.3,93.1,99.1,95.6,1.3,Charge 6
2025-09-25T00:00:00Z,97.6,96.3,98.8,95.6,1.3,Charge 6
2025-09-26T00:00:00Z,95.2,93.9,96.6,95.6,1.2,Charge 6
2025-09-28T00:00:00Z,94.9,94.1,96.4,95.6,1.2,Charge 6
2025-09-29T00:00:00Z,93.7,90.3,96.0,95.5,1.3,Charge 6
2025-09-30T00:00:00Z,95.6,90.3,99.4,95.5,1.3,Charge 6
