start time,end time,data source
2023-10-21T06:05:00Z,2023-10-21T06:47:00Z,Fitbit App
2023-10-21T06:49:00Z,2023-10-21T06:59:00Z,Fitbit App
2023-10-21T07:02:00Z,2023-10-21T07:38:00Z,Fitbit App
2023-10-21T08:36:00Z,2023-10-21T08:48:00Z,Fitbit App
2023-10-21T09:27:00Z,2023-10-21T10:07:00Z,Fitbit App
2023-10-21T10:12:00Z,2023-10-21T11:11:00Z,Fitbit App
2023-10-21T11:12:00Z,2023-10-21T11:29:00Z,Fitbit App
2023-10-21T11:44:00Z,2023-10-21T11:54:00Z,Fitbit App
2023-10-21T14:15:00Z,2023-10-21T14:26:00Z,Fitbit App
2023-10-21T14:57:00Z,2023-10-21T15:14:00Z,Fitbit App
2023-10-21T17:26:00Z,2023-10-21T17:36:00Z,Fitbit App
2023-10-21T17:53:00Z,2023-10-21T18:52:00Z,Fitbit App
2023-10-21T19:05:00Z,2023-10-21T19:58:00Z,Fitbit App
2023-10-21T19:59:00Z,2023-10-21T20:20:00Z,Fitbit App
2023-10-21T20:22:00Z,2023-10-21T21:14:00Z,Fitbit App
2023-10-21T21:18:00Z,2023-10-21T22:00:00Z,Fitbit App
