timestamp,temperature celsius,data source
2021-03-30T11:43:00Z,20.5,Charge 4
2021-03-30T11:44:00Z,22.7,Charge 4
2021-03-30T11:45:00Z,23.2,Charge 4
2021-03-30T11:46:00Z,23.6,Charge 4
2021-03-30T11:47:00Z,23.8,Charge 4
2021-03-30T11:48:00Z,24.0,Charge 4
2021-03-30T11:49:00Z,24.2,Charge 4
2021-03-30T11:50:00Z,24.3,Charge 4
2021-03-30T11:51:00Z,24.4,Charge 4
2021-03-30T11:52:00Z,24.5,Charge 4
2021-03-30T11:53:00Z,24.6,Charge 4
2021-03-30T11:54:00Z,24.6,Charge 4
2021-03-30T11:55:00Z,24.7,Charge 4
2021-03-30T11:56:00Z,24.7,Charge 4
2021-03-30T11:57:00Z,24.8,Charge 4
2021-03-30T11:58:00Z,24.8,Charge 4
2021-03-30T11:59:00Z,24.8,Charge 4
2021-03-30T12:00:00Z,24.9,Charge 4
2021-03-30T12:01:00Z,24.9,Charge 4
2021-03-30T12:02:00Z,24.9,Charge 4
2021-03-30T12:03:00Z,24.9,Charge 4
2021-03-30T12:04:00Z,25.0,Charge 4
2021-03-30T12:05:00Z,25.0,Charge 4
2021-03-30T12:06:00Z,24.7,Charge 4
2021-03-30T12:07:00Z,24.9,Charge 4
2021-03-30T12:08:00Z,24.9,Charge 4
2021-03-30T12:09:00Z,24.9,Charge 4
2021-03-30T12:10:00Z,24.9,Charge 4
2021-03-30T12:11:00Z,24.9,Charge 4
2021-03-30T12:12:00Z,24.9,Charge 4
2021-03-30T12:19:00Z,24.7,Charge 4
2021-03-30T12:20:00Z,24.7,Charge 4
2021-03-30T12:21:00Z,24.7,Charge 4
2021-03-30T12:22:00Z,24.7,Charge 4
2021-03-30T12:23:00Z,24.6,Charge 4
2021-03-30T12:24:00Z,24.6,Charge 4
2021-03-30T12:25:00Z,24.6,Charge 4
2021-03-30T12:26:00Z,24.5,Charge 4
2021-03-30T12:27:00Z,24.4,Charge 4
2021-03-30T12:28:00Z,24.4,Charge 4
2021-03-30T12:29:00Z,24.3,Charge 4
2021-03-30T12:30:00Z,24.2,Charge 4
2021-03-30T12:31:00Z,24.2,Charge 4
2021-03-30T12:32:00Z,24.0,Charge 4
2021-03-30T12:33:00Z,23.9,Charge 4
2021-03-30T12:34:00Z,23.8,Charge 4
2021-03-30T12:35:00Z,23.6,Charge 4
2021-03-30T12:36:00Z,23.5,Charge 4
2021-03-30T12:37:00Z,23.4,Charge 4
2021-03-30T12:38:00Z,23.4,Charge 4
2021-03-30T12:39:00Z,23.2,Charge 4
2021-03-30T12:40:00Z,23.0,Charge 4
2021-03-30T12:41:00Z,22.9,Charge 4
2021-03-30T12:42:00Z,22.7,Charge 4
