timestamp,gain,data source
2021-07-01T10:17:00Z,3048,Charge 4
2021-07-01T10:18:00Z,3048,Charge 4
2021-07-01T10:19:00Z,3048,Charge 4
2021-07-01T10:36:00Z,3048,Charge 4
2021-07-01T13:53:00Z,3048,Charge 4
2021-07-03T12:38:00Z,3048,Charge 4
2021-07-03T14:15:00Z,3048,Charge 4
2021-07-03T14:16:00Z,3048,Charge 4
2021-07-03T14:17:00Z,3048,Charge 4
2021-07-03T14:44:00Z,3048,Charge 4
2021-07-03T14:45:00Z,6096,Charge 4
2021-07-03T14:47:00Z,3048,Charge 4
2021-07-03T15:01:00Z,3048,Charge 4
2021-07-03T22:13:00Z,3048,Charge 4
2021-07-03T22:14:00Z,6096,Charge 4
2021-07-03T22:24:00Z,3048,Charge 4
2021-07-03T22:28:00Z,3048,Charge 4
2021-07-03T22:29:00Z,6096,Charge 4
2021-07-03T22:30:00Z,3048,Charge 4
2021-07-04T12:57:00Z,6096,Charge 4
2021-07-04T12:58:00Z,3048,Charge 4
2021-07-04T19:52:00Z,3048,Charge 4
2021-07-04T20:18:00Z,6096,Charge 4
2021-07-04T20:19:00Z,3048,Charge 4
2021-07-04T20:22:00Z,3048,Charge 4
2021-07-04T20:23:00Z,6096,Charge 4
2021-07-04T20:24:00Z,3048,Charge 4
2021-07-04T20:25:00Z,3048,Charge 4
2021-07-05T12:21:00Z,3048,Charge 4
2021-07-05T13:43:00Z,3048,Charge 4
2021-07-05T13:45:00Z,3048,Charge 4
2021-07-05T14:02:00Z,3048,Charge 4
2021-07-05T14:06:00Z,3048,Charge 4
2021-07-05T14:07:00Z,3048,Charge 4
2021-07-05T14:09:00Z,3048,Charge 4
2021-07-05T14:14:00Z,3048,Charge 4
2021-07-05T19:54:00Z,3048,Charge 4
2021-07-06T11:27:00Z,3048,Charge 4
2021-07-06T16:14:00Z,3048,Charge 4
2021-07-06T16:16:00Z,6096,Charge 4
2021-07-06T16:30:00Z,6096,Charge 4
2021-07-07T17:08:00Z,3048,Charge 4
2021-07-07T17:10:00Z,3048,Charge 4
2021-07-07T17:20:00Z,9144,Charge 4
2021-07-07T17:21:00Z,6096,Charge 4
2021-07-07T17:27:00Z,3048,Charge 4
2021-07-07T17:34:00Z,3048,Charge 4
2021-07-07T17:35:00Z,6096,Charge 4
2021-07-07T17:36:00Z,6096,Charge 4
2021-07-08T13:35:00Z,3048,Charge 4
2021-07-08T13:36:00Z,3048,Charge 4
2021-07-08T13:37:00Z,3048,Charge 4
2021-07-08T13:50:00Z,6096,Charge 4
2021-07-08T15:13:00Z,3048,Charge 4
2021-07-08T15:17:00Z,3048,Charge 4
2021-07-08T15:18:00Z,3048,Charge 4
2021-07-08T15:19:00Z,3048,Charge 4
2021-07-08T19:32:00Z,3048,Charge 4
2021-07-09T16:35:00Z,3048,Charge 4
2021-07-09T16:43:00Z,3048,Charge 4
2021-07-09T16:49:00Z,9144,Charge 4
2021-07-09T16:50:00Z,3048,Charge 4
2021-07-09T16:54:00Z,3048,Charge 4
2021-07-09T17:58:00Z,3048,Charge 4
2021-07-09T18:25:00Z,3048,Charge 4
2021-07-09T18:32:00Z,3048,Charge 4
2021-07-10T13:54:00Z,3048,Charge 4
2021-07-10T14:12:00Z,3048,Charge 4
2021-07-10T14:14:00Z,3048,Charge 4
2021-07-10T14:17:00Z,3048,Charge 4
2021-07-10T15:18:00Z,3048,Charge 4
2021-07-10T16:02:00Z,3048,Charge 4
2021-07-10T17:16:00Z,3048,Charge 4
2021-07-10T21:03:00Z,6096,Charge 4
2021-07-11T17:29:00Z,6096,Charge 4
2021-07-11T17:59:00Z,3048,Charge 4
2021-07-11T18:02:00Z,3048,Charge 4
2021-07-11T19:20:00Z,3048,Charge 4
2021-07-11T19:27:00Z,6096,Charge 4
2021-07-11T19:31:00Z,6096,Charge 4
2021-07-11T19:32:00Z,6096,Charge 4
2021-07-11T19:34:00Z,3048,Charge 4
2021-07-12T15:32:00Z,3048,Charge 4
2021-07-12T15:34:00Z,3048,Charge 4
2021-07-12T15:49:00Z,6096,Charge 4
2021-07-12T15:50:00Z,3048,Charge 4
2021-07-12T17:07:00Z,3048,Charge 4
2021-07-12T17:10:00Z,3048,Charge 4
2021-07-12T17:12:00Z,3048,Charge 4
2021-07-12T17:14:00Z,3048,Charge 4
2021-07-12T18:03:00Z,3048,Charge 4
2021-07-13T05:11:00Z,3048,Charge 4
2021-07-13T05:24:00Z,3048,Charge 4
2021-07-13T10:02:00Z,3048,Charge 4
2021-07-13T10:03:00Z,3048,Charge 4
2021-07-13T10:15:00Z,6096,Charge 4
2021-07-13T10:42:00Z,6096,Charge 4
2021-07-13T11:09:00Z,3048,Charge 4
2021-07-13T11:13:00Z,3048,Charge 4
2021-07-13T11:17:00Z,3048,Charge 4
2021-07-13T14:06:00Z,3048,Charge 4
2021-07-13T14:20:00Z,3048,Charge 4
2021-07-13T14:21:00Z,3048,Charge 4
2021-07-13T14:35:00Z,3048,Charge 4
2021-07-13T14:42:00Z,3048,Charge 4
2021-07-13T14:55:00Z,6096,Charge 4
2021-07-13T16:17:00Z,3048,Charge 4
2021-07-14T14:26:00Z,3048,Charge 4
2021-07-14T15:20:00Z,3048,Charge 4
2021-07-14T16:32:00Z,3048,Charge 4
2021-07-14T20:03:00Z,3048,Charge 4
2021-07-15T14:03:00Z,3048,Charge 4
2021-07-15T14:14:00Z,3048,Charge 4
2021-07-15T14:15:00Z,3048,Charge 4
2021-07-15T14:30:00Z,3048,Charge 4
2021-07-15T14:42:00Z,3048,Charge 4
2021-07-15T15:42:00Z,3048,Charge 4
2021-07-15T21:51:00Z,3048,Charge 4
2021-07-16T09:02:00Z,3048,Charge 4
2021-07-16T09:19:00Z,3048,Charge 4
2021-07-16T17:01:00Z,3048,Charge 4
2021-07-16T17:11:00Z,3048,Charge 4
2021-07-16T17:12:00Z,6096,Charge 4
2021-07-16T17:13:00Z,3048,Charge 4
2021-07-16T17:14:00Z,3048,Charge 4
2021-07-16T17:16:00Z,3048,Charge 4
2021-07-16T17:17:00Z,3048,Charge 4
2021-07-16T17:59:00Z,3048,Charge 4
2021-07-16T19:00:00Z,3048,Charge 4
2021-07-16T19:11:00Z,3048,Charge 4
2021-07-16T20:27:00Z,3048,Charge 4
2021-07-16T20:57:00Z,3048,Charge 4
2021-07-17T16:41:00Z,3048,Charge 4
2021-07-17T18:42:00Z,3048,Charge 4
2021-07-17T18:43:00Z,3048,Charge 4
2021-07-17T18:54:00Z,3048,Charge 4
2021-07-18T14:34:00Z,3048,Charge 4
2021-07-18T15:09:00Z,3048,Charge 4
2021-07-18T15:38:00Z,3048,Charge 4
2021-07-18T15:50:00Z,3048,Charge 4
2021-07-18T17:53:00Z,3048,Charge 4
2021-07-19T00:58:00Z,3048,Charge 4
2021-07-19T16:19:00Z,3048,Charge 4
2021-07-19T16:21:00Z,3048,Charge 4
2021-07-20T10:51:00Z,3048,Charge 4
2021-07-20T16:08:00Z,3048,Charge 4
2021-07-20T16:11:00Z,6096,Charge 4
2021-07-20T16:26:00Z,6096,Charge 4
2021-07-20T16:27:00Z,6096,Charge 4
2021-07-20T16:48:00Z,3048,Charge 4
2021-07-20T16:49:00Z,6096,Charge 4
2021-07-20T16:54:00Z,3048,Charge 4
2021-07-20T19:01:00Z,3048,Charge 4
2021-07-20T19:02:00Z,3048,Charge 4
2021-07-21T05:52:00Z,3048,Charge 4
2021-07-21T11:07:00Z,3048,Charge 4
2021-07-21T11:08:00Z,3048,Charge 4
2021-07-21T11:19:00Z,3048,Charge 4
2021-07-21T11:23:00Z,6096,Charge 4
2021-07-21T12:40:00Z,3048,Charge 4
2021-07-21T12:43:00Z,3048,Charge 4
2021-07-21T12:44:00Z,3048,Charge 4
2021-07-21T12:45:00Z,3048,Charge 4
2021-07-21T12:48:00Z,3048,Charge 4
2021-07-21T12:50:00Z,3048,Charge 4
2021-07-21T12:54:00Z,3048,Charge 4
2021-07-21T12:58:00Z,3048,Charge 4
2021-07-21T18:01:00Z,3048,Charge 4
2021-07-22T13:17:00Z,3048,Charge 4
2021-07-22T15:37:00Z,3048,Charge 4
2021-07-22T16:19:00Z,3048,Charge 4
2021-07-22T16:26:00Z,3048,Charge 4
2021-07-23T17:15:00Z,3048,Charge 4
2021-07-23T18:15:00Z,3048,Charge 4
2021-07-24T14:13:00Z,3048,Charge 4
2021-07-25T05:48:00Z,6096,Charge 4
2021-07-25T08:38:00Z,3048,Charge 4
2021-07-25T10:04:00Z,3048,Charge 4
2021-07-25T18:53:00Z,6096,Charge 4
2021-07-25T18:54:00Z,6096,Charge 4
2021-07-26T06:16:00Z,3048,Charge 4
2021-07-26T07:53:00Z,3048,Charge 4
2021-07-26T09:45:00Z,3048,Charge 4
2021-07-26T10:10:00Z,6096,Charge 4
2021-07-26T14:54:00Z,3048,Charge 4
2021-07-26T16:29:00Z,3048,Charge 4
2021-07-26T16:30:00Z,3048,Charge 4
2021-07-26T19:35:00Z,3048,Charge 4
2021-07-26T19:36:00Z,6096,Charge 4
