timestamp,temperature celsius,data source
2024-04-06T12:23:00Z,27.9,Charge 5
2024-04-06T12:24:00Z,27.8,Charge 5
2024-04-06T12:25:00Z,27.7,Charge 5
2024-04-06T12:26:00Z,27.7,Charge 5
2024-04-06T12:27:00Z,27.6,Charge 5
2024-04-06T12:28:00Z,27.5,Charge 5
2024-04-06T12:29:00Z,27.5,Charge 5
2024-04-06T12:30:00Z,27.4,Charge 5
2024-04-06T12:31:00Z,27.3,Charge 5
2024-04-06T12:32:00Z,27.1,Charge 5
2024-04-06T12:33:00Z,27.0,Charge 5
2024-04-06T12:34:00Z,27.0,Charge 5
2024-04-06T12:35:00Z,26.9,Charge 5
2024-04-06T12:36:00Z,26.9,Charge 5
2024-04-06T12:37:00Z,26.9,Charge 5
2024-04-06T12:38:00Z,26.9,Charge 5
2024-04-06T12:39:00Z,26.9,Charge 5
2024-04-06T12:40:00Z,26.7,Charge 5
2024-04-06T12:41:00Z,26.9,Charge 5
2024-04-06T12:42:00Z,27.0,Charge 5
2024-04-06T12:43:00Z,27.1,Charge 5
2024-04-06T12:44:00Z,27.2,Charge 5
2024-04-06T12:45:00Z,27.3,Charge 5
2024-04-06T12:46:00Z,27.3,Charge 5
2024-04-06T12:47:00Z,27.4,Charge 5
2024-04-06T12:48:00Z,27.5,Charge 5
2024-04-06T12:49:00Z,27.5,Charge 5
2024-04-06T12:50:00Z,27.5,Charge 5
2024-04-06T12:51:00Z,27.5,Charge 5
2024-04-06T12:52:00Z,27.6,Charge 5
2024-04-06T12:53:00Z,27.6,Charge 5
2024-04-06T12:54:00Z,27.7,Charge 5
2024-04-06T12:55:00Z,27.7,Charge 5
2024-04-06T12:56:00Z,27.6,Charge 5
2024-04-06T12:57:00Z,27.6,Charge 5
2024-04-06T12:58:00Z,27.6,Charge 5
2024-04-06T12:59:00Z,27.5,Charge 5
2024-04-06T13:00:00Z,27.5,Charge 5
2024-04-06T13:01:00Z,27.4,Charge 5
2024-04-06T13:02:00Z,27.4,Charge 5
2024-04-06T13:03:00Z,27.4,Charge 5
2024-04-06T13:04:00Z,27.3,Charge 5
2024-04-06T13:05:00Z,27.3,Charge 5
2024-04-06T13:06:00Z,27.2,Charge 5
2024-04-06T13:07:00Z,27.2,Charge 5
2024-04-06T13:08:00Z,27.1,Charge 5
2024-04-06T13:09:00Z,27.0,Charge 5
2024-04-06T13:10:00Z,26.9,Charge 5
2024-04-06T13:11:00Z,26.7,Charge 5
2024-04-06T13:12:00Z,26.6,Charge 5
2024-04-06T13:13:00Z,26.5,Charge 5
2024-04-06T13:14:00Z,26.3,Charge 5
2024-04-06T13:15:00Z,26.1,Charge 5
2024-04-06T13:16:00Z,26.0,Charge 5
2024-04-06T13:17:00Z,26.0,Charge 5
2024-04-06T13:18:00Z,25.9,Charge 5
2024-04-06T13:19:00Z,25.8,Charge 5
2024-04-06T13:20:00Z,25.8,Charge 5
2024-04-06T13:21:00Z,25.7,Charge 5
2024-04-06T13:22:00Z,25.6,Charge 5
2024-04-06T13:23:00Z,25.6,Charge 5
2024-04-06T13:24:00Z,25.7,Charge 5
2024-04-06T13:25:00Z,25.6,Charge 5
2024-04-06T13:26:00Z,25.7,Charge 5
2024-04-06T13:27:00Z,25.6,Charge 5
2024-04-06T13:28:00Z,25.7,Charge 5
2024-04-06T13:29:00Z,25.7,Charge 5
2024-04-06T13:30:00Z,25.7,Charge 5
2024-04-06T13:31:00Z,25.7,Charge 5
2024-04-06T13:32:00Z,25.7,Charge 5
2024-04-06T13:33:00Z,25.7,Charge 5
2024-04-06T13:34:00Z,25.7,Charge 5
2024-04-06T13:35:00Z,25.7,Charge 5
2024-04-06T13:36:00Z,25.7,Charge 5
2024-04-06T13:37:00Z,25.7,Charge 5
2024-04-06T13:38:00Z,25.7,Charge 5
2024-04-06T13:39:00Z,25.6,Charge 5
