start time,end time,data source
2022-04-12T06:35:00Z,2022-04-12T07:06:00Z,Fitbit App
2022-04-12T07:19:00Z,2022-04-12T09:09:00Z,Fitbit App
2022-04-12T09:15:00Z,2022-04-12T10:26:00Z,Fitbit App
2022-04-12T10:32:00Z,2022-04-12T10:52:00Z,Fitbit App
2022-04-12T10:54:00Z,2022-04-12T11:37:00Z,Fitbit App
2022-04-12T11:38:00Z,2022-04-12T12:12:00Z,Fitbit App
2022-04-12T12:18:00Z,2022-04-12T12:39:00Z,Fitbit App
2022-04-12T13:05:00Z,2022-04-12T13:22:00Z,Fitbit App
2022-04-12T13:23:00Z,2022-04-12T13:37:00Z,Fitbit App
2022-04-12T13:39:00Z,2022-04-12T14:16:00Z,Fitbit App
2022-04-12T14:21:00Z,2022-04-12T14:44:00Z,Fitbit App
2022-04-12T14:45:00Z,2022-04-12T17:10:00Z,Fitbit App
2022-04-12T17:15:00Z,2022-04-12T17:30:00Z,Fitbit App
2022-04-12T17:52:00Z,2022-04-12T18:06:00Z,Fitbit App
2022-04-12T18:15:00Z,2022-04-12T19:02:00Z,Fitbit App
2022-04-12T19:03:00Z,2022-04-12T19:34:00Z,Fitbit App
2022-04-12T19:35:00Z,2022-04-12T19:58:00Z,Fitbit App
2022-04-12T19:59:00Z,2022-04-12T20:48:00Z,Fitbit App
2022-04-12T20:59:00Z,2022-04-12T21:16:00Z,Fitbit App
2022-04-12T21:36:00Z,2022-04-12T22:00:00Z,Fitbit App
2022-04-12T22:00:00Z,2022-04-12T22:42:00Z,Fitbit App
2022-04-12T22:43:00Z,2022-04-12T23:00:00Z,Fitbit App
