timestamp,distance,data source
2021-02-01T00:04:00Z,14.50,Charge 4
2021-02-01T00:05:00Z,15.30,Charge 4
2021-02-01T00:06:00Z,9.90,Charge 4
2021-02-01T00:07:00Z,13.80,Charge 4
2021-02-01T00:08:00Z,16.10,Charge 4
2021-02-01T04:53:00Z,3.00,Charge 4
2021-02-01T08:32:00Z,6.10,Charge 4
2021-02-01T09:25:00Z,11.50,Charge 4
2021-02-01T09:52:00Z,3.80,Charge 4
2021-02-01T10:03:00Z,23.00,Charge 4
2021-02-01T10:04:00Z,27.60,Charge 4
2021-02-01T10:05:00Z,16.80,Charge 4
2021-02-01T10:12:00Z,17.60,Charge 4
2021-02-01T10:13:00Z,16.10,Charge 4
2021-02-01T10:14:00Z,5.30,Charge 4
2021-02-01T10:15:00Z,8.40,Charge 4
2021-02-01T10:16:00Z,68.30,Charge 4
2021-02-01T10:17:00Z,81.50,Charge 4
2021-02-01T10:18:00Z,81.50,Charge 4
2021-02-01T10:19:00Z,80.70,Charge 4
2021-02-01T10:20:00Z,82.20,Charge 4
2021-02-01T10:21:00Z,81.50,Charge 4
2021-02-01T10:22:00Z,81.50,Charge 4
2021-02-01T10:23:00Z,81.50,Charge 4
2021-02-01T10:24:00Z,81.50,Charge 4
2021-02-01T10:25:00Z,79.10,Charge 4
2021-02-01T10:26:00Z,79.90,Charge 4
2021-02-01T10:27:00Z,80.70,Charge 4
2021-02-01T10:28:00Z,79.90,Charge 4
2021-02-01T10:29:00Z,48.40,Charge 4
2021-02-01T10:30:00Z,73.80,Charge 4
2021-02-01T10:31:00Z,81.50,Charge 4
2021-02-01T10:32:00Z,82.20,Charge 4
2021-02-01T10:33:00Z,83.00,Charge 4
2021-02-01T10:34:00Z,83.00,Charge 4
2021-02-01T10:35:00Z,80.70,Charge 4
2021-02-01T10:36:00Z,83.00,Charge 4
2021-02-01T10:37:00Z,82.20,Charge 4
2021-02-01T10:38:00Z,83.00,Charge 4
2021-02-01T10:39:00Z,82.20,Charge 4
2021-02-01T10:40:00Z,81.50,Charge 4
2021-02-01T10:41:00Z,83.00,Charge 4
2021-02-01T10:42:00Z,66.80,Charge 4
2021-02-01T10:43:00Z,81.50,Charge 4
2021-02-01T10:44:00Z,58.30,Charge 4
2021-02-01T10:45:00Z,10.70,Charge 4
2021-02-01T10:46:00Z,8.40,Charge 4
2021-02-01T10:48:00Z,20.70,Charge 4
2021-02-01T10:50:00Z,14.60,Charge 4
2021-02-01T10:51:00Z,5.30,Charge 4
2021-02-01T10:56:00Z,29.20,Charge 4
2021-02-01T10:57:00Z,12.20,Charge 4
2021-02-01T10:58:00Z,44.50,Charge 4
2021-02-01T11:01:00Z,8.40,Charge 4
2021-02-01T11:02:00Z,8.40,Charge 4
2021-02-01T11:03:00Z,19.90,Charge 4
2021-02-01T11:04:00Z,23.80,Charge 4
2021-02-01T11:07:00Z,12.20,Charge 4
2021-02-01T11:08:00Z,49.90,Charge 4
2021-02-01T11:09:00Z,32.20,Charge 4
2021-02-01T11:10:00Z,66.80,Charge 4
2021-02-01T11:11:00Z,76.80,Charge 4
2021-02-01T11:12:00Z,79.10,Charge 4
2021-02-01T11:13:00Z,79.90,Charge 4
2021-02-01T11:14:00Z,79.90,Charge 4
2021-02-01T11:15:00Z,80.70,Charge 4
2021-02-01T11:16:00Z,53.80,Charge 4
2021-02-01T11:17:00Z,48.40,Charge 4
2021-02-01T11:18:00Z,79.20,Charge 4
2021-02-01T11:19:00Z,72.20,Charge 4
2021-02-01T11:20:00Z,82.20,Charge 4
2021-02-01T11:21:00Z,36.90,Charge 4
2021-02-01T11:22:00Z,80.70,Charge 4
2021-02-01T11:23:00Z,79.10,Charge 4
2021-02-01T11:24:00Z,80.70,Charge 4
2021-02-01T11:25:00Z,81.50,Charge 4
2021-02-01T11:26:00Z,82.20,Charge 4
2021-02-01T11:27:00Z,81.50,Charge 4
2021-02-01T11:28:00Z,79.20,Charge 4
2021-02-01T11:29:00Z,76.10,Charge 4
2021-02-01T11:30:00Z,83.00,Charge 4
2021-02-01T11:31:00Z,79.20,Charge 4
2021-02-01T11:32:00Z,82.20,Charge 4
2021-02-01T11:33:00Z,78.40,Charge 4
2021-02-01T11:34:00Z,58.40,Charge 4
2021-02-01T11:35:00Z,20.70,Charge 4
2021-02-01T11:36:00Z,6.10,Charge 4
2021-02-01T11:52:00Z,19.20,Charge 4
2021-02-01T11:53:00Z,16.80,Charge 4
2021-02-01T12:29:00Z,8.40,Charge 4
2021-02-01T12:30:00Z,8.40,Charge 4
2021-02-01T13:43:00Z,4.60,Charge 4
2021-02-01T14:11:00Z,19.90,Charge 4
2021-02-01T14:12:00Z,7.60,Charge 4
2021-02-01T14:13:00Z,9.20,Charge 4
2021-02-01T14:32:00Z,31.50,Charge 4
2021-02-01T14:33:00Z,17.60,Charge 4
2021-02-01T14:35:00Z,14.50,Charge 4
2021-02-01T14:36:00Z,1.50,Charge 4
2021-02-01T14:37:00Z,5.30,Charge 4
2021-02-01T14:38:00Z,21.50,Charge 4
2021-02-01T14:39:00Z,12.20,Charge 4
2021-02-01T14:40:00Z,29.90,Charge 4
2021-02-01T14:41:00Z,24.60,Charge 4
2021-02-01T14:42:00Z,43.80,Charge 4
2021-02-01T14:43:00Z,99.20,Charge 4
2021-02-01T14:44:00Z,90.70,Charge 4
2021-02-01T14:45:00Z,96.40,Charge 4
2021-02-01T14:46:00Z,128.80,Charge 4
2021-02-01T14:47:00Z,108.80,Charge 4
2021-02-01T14:48:00Z,97.80,Charge 4
2021-02-01T14:49:00Z,93.00,Charge 4
2021-02-01T14:50:00Z,96.90,Charge 4
2021-02-01T14:51:00Z,93.00,Charge 4
2021-02-01T14:52:00Z,93.00,Charge 4
2021-02-01T14:53:00Z,93.80,Charge 4
2021-02-01T14:54:00Z,95.30,Charge 4
2021-02-01T14:55:00Z,94.60,Charge 4
2021-02-01T14:56:00Z,94.60,Charge 4
2021-02-01T14:57:00Z,78.40,Charge 4
2021-02-01T14:58:00Z,93.00,Charge 4
2021-02-01T14:59:00Z,108.00,Charge 4
2021-02-01T15:00:00Z,69.00,Charge 4
2021-02-01T15:01:00Z,27.80,Charge 4
2021-02-01T15:02:00Z,77.60,Charge 4
2021-02-01T15:03:00Z,76.80,Charge 4
2021-02-01T15:04:00Z,82.20,Charge 4
2021-02-01T15:05:00Z,90.00,Charge 4
2021-02-01T15:06:00Z,86.90,Charge 4
2021-02-01T15:07:00Z,86.90,Charge 4
2021-02-01T15:08:00Z,92.30,Charge 4
2021-02-01T15:09:00Z,92.30,Charge 4
2021-02-01T15:10:00Z,84.60,Charge 4
2021-02-01T15:11:00Z,87.40,Charge 4
