id,text_content,timestamp,comment_count,cheer_count,type,group_id,image_filename,embedded_url
ef149b50-79c7-11eb-b999-df14d648035f,I did it,2021-02-28T13:21:58.149Z,0,2,BADGE,null,ef173360-79c7-11eb-a66c-d76e55d1a626.png,null
